no,Madura,indonesia,hal,buku kelas
127.0,Yâ badâna gbun anyerra nyaba mon etalarè kadbibi'.,"""Ya paling hanya menyerahkan nyawa kalau diteriaki sendiri.",12,Novel Èsarepo Bèncong
128.0,Koca'en Mad Nawi.,kata Mad Nawi.,12,Novel Èsarepo Bèncong
129.0,Rèng-orèng pagghun adântos bâdâna Ninja sè bâdâneng attas ka'-bhungkaan.,Orang-orang tetap menunggu adanya Ninja yang ada di atas bukit.,12,Novel Èsarepo Bèncong
130.0,Nantos ghulina koca'en.,Menunggu gerakannya katanya.,12,Novel Èsarepo Bèncong
131.0,Bila mon toron marèna la kambbuli.,"""Kapan kalau turunnya sudah selesai nanti datang lagi.""",12,Novel Èsarepo Bèncong
132.0,Ngoca' rèng laènna sè la katondu pajhellinganna.,Kata orang lain yang sudah mengantuk penglihatannya.,12,Novel Èsarepo Bèncong
133.0,Kèyaè sè bâdâ neng parao la dâpa' ka tengnga tasè'.,Kiai yang ada di perahu sudah sampai di tengah laut.,12,Novel Èsarepo Bèncong
134.0,Arèla makalowarra mata arèna dâri temor.,Hari sudah mengeluarkan mataharinya dari timur.,12,Novel Èsarepo Bèncong
135.0,Nandhâaghi pajhâr laggu la dâpa'.,Menandakan waktu fajar sudah tiba.,12,Novel Èsarepo Bèncong
136.0,Rèng-orèng sè dântos neng bâbâna ka'-bhungkaan accem tacengnga' kabbhi.,Orang-orang yang menunggu di bawah bukit semua terkejut.,12,Novel Èsarepo Bèncong
137.0,Tacengnga' polana sèèsangka Ninja potè malemma rowa ta'taona lajângan.,Terkejut karena yang disangka Ninja putih tadi malam ternyata tidak tahunya layang-layang.,12,Novel Èsarepo Bèncong
138.0,Lajângan nyangsang sè abârna potè.,Layang-layang nyangkut yang berwarna putih.,12,Novel Èsarepo Bèncong
139.0,"Rèng-orèng bânnya' aghighir ka Mad Nawi sè amarènta Kèyaè soro allè ka dâlem pètakghâ parao, pas soro kèbâ ka tengnga tasè'.","Orang-orang banyak marah ke Mad Nawi yang menyuruh Kiai pindah ke dalam kotak perahu, lalu menyuruh dibawa ke tengah laut.",12,Novel Èsarepo Bèncong
140.0,Terros satèya Kèyaè-kèyaè rowa tadâ' bâli.,Terus sekarang Kiai-kiai itu tidak kembali.,13,Novel Èsarepo Bèncong
141.0,Engko nyangkana la ta' kèra abâli.,Saya kira tidak akan kembali.,13,Novel Èsarepo Bèncong
142.0,Jhâ' parao sè èyangghuy tadâ'solarra.,Karena perahu yang dipakai tidak ada solarnya.,13,Novel Èsarepo Bèncong
143.0,"Parao sè lakar ta' èpamajâng bi' orèngnga, polanata'andi' pèssè sè mellèya solar.","Perahu yang memang tidak dipakai melaut oleh orangnya, karena tidak punya uang untuk membeli solar.",13,Novel Èsarepo Bèncong
144.0,Parao sè èyangghuy Kèyaè ta'ètemmo jhâ' bâdâ dimma.,Perahu yang dipakai Kiai tidak ditemukan di mana.,13,Novel Èsarepo Bèncong
145.0,Tako' èyèrèt ombâ' ka Polo La'as.,Takut terseret ombak ke Pulau La'as.,13,Novel Èsarepo Bèncong
146.0,"Engko'ta'tao, coma Pangèran sè tao.","Saya tidak tahu, hanya Tuhan yang tahu.",13,Novel Èsarepo Bèncong
147.0,Sapa sè ngakana mon jhuko' cellot.,Siapa yang makan kalau ikan celot.,15,Novel Èsarepo Bèncong
148.0,Molaè sabbhân soro ojuk kowa.,Mulai setiap hari disuruh pindah.,15,Novel Èsarepo Bèncong
149.0,La dhing aperrèyan ka jhuko' èyojughâ.,Sudah susah payah mencari ikan juga.,15,Novel Èsarepo Bèncong
150.0,Dâ'râmma carana mon la èpacekka' neng tengnga tasè'.,Bagaimana caranya kalau sudah dipasang di tengah laut.,15,Novel Èsarepo Bèncong
151.0,La orèng dinna' ghun ngal-bângal mardâ.,Orang sini hanya berani berkata saja.,15,Novel Èsarepo Bèncong
152.0,Ghun bângal oca'.,Cuma berani bicara.,15,Novel Èsarepo Bèncong
153.0,Mon soro kèntarè ngèrrem sènga' ajâm atellora.,"Kalau disuruh mengantar, diam karena seperti ayam yang mau bertelur.",15,Novel Èsarepo Bèncong
154.0, Maju kèntarè ka.,"""Ayo antar sana.""",15,Novel Èsarepo Bèncong
155.0,"Maju ojuk dâri dinna', soro nyarè kennengngan laèn kowa.","""Ayo pindah dari sini, suruh mencari tempat lain.""",15,Novel Èsarepo Bèncong
156.0,Supar ngar-ngaran dâri dâjâ jhâlân.,Supar berteriak-teriak dari jalan utara.,15,Novel Èsarepo Bèncong
157.0,Supar ghun mennang oca'.,Supar hanya menang bicara.,15,Novel Èsarepo Bèncong
158.0,Dhingla soro mangkat tako'.,"Kalau disuruh berangkat, takut.",15,Novel Èsarepo Bèncong
159.0,Paya ongghu orèng sèttong jiyâ.,Payah sungguh orang satu itu.,15,Novel Èsarepo Bèncong
160.0,Rèng-orèng padâ ghimeng polana bhânarè ollè jhuko'cellot dâri tasè'.,Orang-orang pada bingung karena memang dapat ikan celot dari laut.,15,Novel Èsarepo Bèncong
161.0,Bânnya' sè ta' satuju jhâ' Santos' rèya pagghun neng dinna'.,Banyak yang tidak setuju kalau Santos ini tetap di sini.,15,Novel Èsarepo Bèncong
162.0,Bânnya' ra-cara sè èyangghuy ghâbây ngojuk Santos.,Banyak cara yang dipakai untuk mengusir Santos.,15,Novel Èsarepo Bèncong
163.0,Tapè ta' ghellem teppa'.,Tapi tidak berhasil.,15,Novel Èsarepo Bèncong
164.0,Santos pagghun ta' ngallè.,Santos tetap tidak pindah.,15,Novel Èsarepo Bèncong
165.0,"La-mala orèng sè nèyatta ngojughâ, satèya dhâddhi adukong Santos pagghun neng kennengnganna.","Bahkan, orang yang niatnya mengusir, sekarang jadi mendukung Santos tetap di tempatnya.",15,Novel Èsarepo Bèncong
166.0,Polana orèng ghellâ'èberri' solar bhânarèna.,Karena orang itu diberi solar beneran.,16,Novel Èsarepo Bèncong
167.0,"Bâdâ polè sè pegghel, polana ta' èbâghi mancèng neng seddhi'en paraona Santos.","Ada lagi yang marah, karena tidak boleh memancing di dekat perahu Santos.",16,Novel Èsarepo Bèncong
168.0,"Mon rèng sè cengkal,èngala'aghi tèmba'an, ghâbây ko'tako'.","Kalau orang yang bandel, diambilkan timba, untuk menakut-nakuti.",16,Novel Èsarepo Bèncong
169.0,Tapè Santos ta' toman anèmba'orèng sampè' satèya.,Tapi Santos tidak pernah menimba orang sampai sekarang.,16,Novel Èsarepo Bèncong
170.0,Tako' èyojuk ngara.,Takutnya dia diusir.,16,Novel Èsarepo Bèncong
171.0,Ri'-bâri'en rèng-orèng kabânnya'an ta' senneng ka Santos.,Akhir-akhir ini orang-orang kebanyakan tidak senang pada Santos.,16,Novel Èsarepo Bèncong
172.0,"Alasanna, mon dâri rèng mancèng ngakona polana ta'mancèng neng kennengngan jiyâ.","Alasannya, kalau dari pemancing mengaku karena tidak memancing di tempat itu.",16,Novel Èsarepo Bèncong
173.0,Rèng mancèng partajâ jhâ'kennengngan sè èkennengngè Santos jiyâ bânnya' jhuko'en.,Pemancing percaya kalau tempat yang ditempati Santos itu banyak ikannya.,16,Novel Èsarepo Bèncong
174.0,Dhâddhi mon nyarè neng kennengngan laèn jhuko' ta' patèbânnya'.,Jadi kalau mencari di tempat lain ikannya tidak terlalu banyak.,16,Novel Èsarepo Bèncong
175.0,Rèng mancèng tako' polana èpataoaghi tèmba'an ka mowana.,Pemancing takut karena ditakut-takuti timba ke mukanya.,16,Novel Èsarepo Bèncong
176.0,Dhâddhi nyorot nyarè kennengngan laèn sambi ngangka'tanang.,Jadi mengalah mencari tempat lain sambil mengangkat tangan.,16,Novel Èsarepo Bèncong
177.0,"Mon dâri rèng majâng ngakona polana èbâkto nabur,pajângnga takaè' malolo ka poji paraona Santos.","Kalau dari nelayan jaring mengaku karena waktu menebar, jaringnya nyangkut terus di ujung perahu Santos.",16,Novel Èsarepo Bèncong
178.0,Dhâddhi rèng majângan bânnya' caremmet ka Santos.,Jadi nelayan jaring banyak ribet sama Santos.,16,Novel Èsarepo Bèncong
179.0,Soro dhuli ojuk.,Disuruh cepat pindah.,16,Novel Èsarepo Bèncong
180.0,Tako'kèya rèng majângan.,Nelayan jaring takut juga.,16,Novel Èsarepo Bèncong
181.0,Maju èntar ka kalèbunna bhâi.,"""Ayo pergi ke kepala desa saja.""",16,Novel Èsarepo Bèncong
182.0,Soro ojuk santos kowa.,"""Suruh usir Santos itu.""",16,Novel Èsarepo Bèncong
183.0,Ma'lè ta' neng dinna' polè.,"""Biar tidak di sini lagi.""",16,Novel Èsarepo Bèncong
184.0,"Arèya mon èpenneng rosterros neng dinna', pas ngakan cellot rèng sabumè rèya.","""Kalau dibiarkan terus di sini, nanti makan celot orang se-dunia ini.""",16,Novel Èsarepo Bèncong
185.0,La la maju ka bungkona kalèbunna bhâi Ma'lè jellas bâdâ sè adukong ,"""Ayo, ke rumah kepala desa saja biar jelas ada yang mendukung,",16,Novel Èsarepo Bèncong
186.0,Supar ngar-ngaran polè ka kampong rèng majângan.,teriak Supar lagi ke kampung nelayan jaring.,,
187.0,Rèng majângan kabânnya'an partajâ'ân rèngorèngnga.,Nelayan jaring kebanyakan percaya sama orangnya.,16,Novel Èsarepo Bèncong
188.0,Dhâddhi oca'en Supar èkendâ'è satèya.,Jadi perkataan Supar dipercaya sekarang.,16,Novel Èsarepo Bèncong
189.0,Saka'bhinna orèng majângan èpakompol.,Semua nelayan jaring dikumpulkan.,16,Novel Èsarepo Bèncong
190.0,Bâdâsabâgiyân ngajhâk rèng mancèng kèya.,Ada sebagian mengajak pemancing juga.,16,Novel Èsarepo Bèncong
191.0,Kabbhi akompol neng balay.,Semua berkumpul di balai desa.,16,Novel Èsarepo Bèncong
192.0,Kalèbunna gita' dâteng dâri kotta.,Kepala desa ternyata datang dari kota.,16,Novel Èsarepo Bèncong
193.0,Bâdâ acara rapat neng Dinas can.,Ada acara rapat di Dinas.,16,Novel Èsarepo Bèncong
194.0,Neng balay rammè.,Di balai desa ramai.,17,Novel Èsarepo Bèncong
195.0,Ta' rammèya dâ'râmma jhâ'rèng èkèbâ bi' binèna.,Sangat ramai karena setiap orang membawa pasangannya.,17,Novel Èsarepo Bèncong
196.0,Duhur sampè' para' asara sè adântos.,Dari duhur sampai menjelang ashar yang menunggu.,17,Novel Èsarepo Bèncong
197.0,Pas Kalèbunna ngumbâr dâri lao'.,Lalu Kepala Desa datang dari selatan.,17,Novel Èsarepo Bèncong
198.0,Èambâ' bi' rèng-orèng.,Dihampiri oleh orang-orang.,17,Novel Èsarepo Bèncong
199.0,Motorra èadang neng tengnga jhâlân.,Motornya dihadang di tengah jalan.,17,Novel Èsarepo Bèncong
200.0,Kalèbunna ta' toron sakalè.,Kepala Desa tidak turun sama sekali.,17,Novel Èsarepo Bèncong
201.0,"Èntar ka toron, mokka' kaca motorra bhâi enjâ'.","Kalau ingin turun, hanya membuka kaca motornya saja.",17,Novel Èsarepo Bèncong
202.0,Ghun kaca budina sèèbukka'.,Cuma kaca belakang yang dibuka.,17,Novel Èsarepo Bèncong
203.0,Nyorowan orèng laèn soro ngoca' dântos.,"Menyuruh orang lain untuk mengatakan ""tunggu"".",17,Novel Èsarepo Bèncong
204.0,Woy Kalèbunna ghi' asalèna can!,"""Woi Kepala Desanya masih asalnya sana!"" ",17,Novel Èsarepo Bèncong
205.0,Atowwat Mad Nawi ka rèng orèng.,teriak Mad Nawi ke orang-orang.,17,Novel Èsarepo Bèncong
206.0,Monyèna rèng binè' aweng-gâruwweng.,Suara para istri ribut.,17,Novel Èsarepo Bèncong
207.0,Colo' binè'temmo colo' binè' pas jân dhâddhi.,Mulut perempuan bertemu mulut perempuan lalu jadi.,17,Novel Èsarepo Bèncong
208.0,"Dhâddhi sè arasanan,dhâddhi sè rè-èrèyan sambi ajhellingaghi sabinè'en rèng mancèngan ngangghuy lâng-ghellâng emmas.",Jadi bergosip jadi iri sambil melihat istrinya pemancing memakai gelang emas.,17,Novel Èsarepo Bèncong
209.0,Colo'en pagghun aghunjâl.,Mulutnya tetap tidak bisa diam.,17,Novel Èsarepo Bèncong
210.0,Mon terro taowa bidhâna binèna rèng mancèng bì' rèng majângan rèya bâdâ neng èyabâsân.,"Kalau ingin tahu bedanya istri pemancing dan istri nelayan jaring, itu ada pada pandangan mata.",17,Novel Èsarepo Bèncong
211.0,"Bilâ monla aemmasân cè'bânnya'en rèya la bhender sabinè'en rèng mancèng,monla emmasân coma èyangghuy neng kopèngnga rèya la bhender sabinè'en rèng majângan.","Kalau perhiasan emasnya sangat banyak ini sudah pasti istrinya pemancing, kalau perhiasan emasnya cuma dipakai di telinga ini sudah pasti istrinya nelayan jaring.",17,Novel Èsarepo Bèncong
212.0,Bhidhâna ghun bâdâ neng bânnya'en emmas.,Bedanya cuma pada banyaknya emas.,17,Novel Èsarepo Bèncong
213.0,Tapèengko' ta' merri' ghâmbhârân jhâ' binèna rèng mancèng bi'rèng majâng rèya sènga'jiyâ ongghu.,Tapi saya tidak memberikan gambaran kalau istrinya pemancing dan nelayan jaring itu sepertinya benar.,17,Novel Èsarepo Bèncong
214.0,Kèn ghun kabânnya'an dâyyâ.,Itu cuma kebanyakan karangan.,17,Novel Èsarepo Bèncong
215.0,Kèn mon engko'dhibi' apa can rèjekkèna.,Padahal kalau menurut saya apa sih rezeki itu.,17,Novel Èsarepo Bèncong
216.0,Sakabbhinna bâdâ neng tanangNga Pangèran.,Semuanya ada di tangan Tuhan.,17,Novel Èsarepo Bèncong
217.0,Sè èdântos dâteng.,Yang ditunggu datang.,18,Novel Èsarepo Bèncong
218.0,Kalèbunna ngumbâr dâri dâjà nompa' sapèda Suppra.,Kepala Desa datang dari utara naik motor Supra.,18,Novel Èsarepo Bèncong
219.0,Songotta kandhel sènga' bâjing Rabâsàn.,Kumisnya tebal seperti preman Rabasan.,18,Novel Èsarepo Bèncong
220.0,Bilâna lakar Kalèbun neng dhisa dinna' rèya mare dhâddhi bajing.,Padahal memang Kepala Desa di desa ini dulunya pernah jadi preman.,18,Novel Èsarepo Bèncong
221.0,Kèn satèya ambu polana dhaddhi Kalèbun.,Tapi sekarang sudah berhenti karena jadi Kepala Desa.,18,Novel Èsarepo Bèncong
222.0,La seddeng ajheng-manjheng dâyya pas Supar dâteng.,Setelah sedang berdiri sebentar Supar datang.,18,Novel Èsarepo Bèncong
223.0,Acaca bi' Kalèbunna.,Berbicara dengan Kepala Desanya.,18,Novel Èsarepo Bèncong
224.0,Dâyyâ Pa' Bun.,"""Begini Pak Lurah.""",18,Novel Èsarepo Bèncong
225.0,Santos sè bâdâ ètengnga tasè' rowa ojuk rapa.,"""Santos yang ada di tengah laut itu suruh pindah saja.""",18,Novel Èsarepo Bèncong
226.0,Rèng-orèng bânnya' sè ta' satuju ka badana Santos jiyâ.,"""Orang-orang banyak yang tidak setuju dengan keberadaan Santos itu.""",18,Novel Èsarepo Bèncong
227.0,Maju rapa Pa' Bun ojuk bhâi dâri tengnga tasè!,"""Ayo Pak Lurah suruh saja pindah dari tengah laut!""",18,Novel Èsarepo Bèncong
228.0,Kalèbunna gu'-onggu'ân sambi malesser songotdhâ.,Kepala Desa mengangguk-angguk sambil mengelus kumisnya.,18,Novel Èsarepo Bèncong
229.0,Marè ngèdingaghi oca'en Supar dâyyâ pas langsong acarama ka rèng-orèng sè bâdâ neng balay.,Setelah mendengar perkataan Supar dia langsung berpidato kepada orang-orang yang ada di balai desa.,18,Novel Èsarepo Bèncong
230.0,"Caramana, Dá'nèka bbâi Pa.","Pidatonya, ""Begini Bapak-bapak.""",18,Novel Èsarepo Bèncong
231.0,"Maju manabi lakaran nèyatta sènga' panèka kabbbi, engghi gbula adukong.","""Kalau memang niatnya seperti ini, saya dukung.""",18,Novel Èsarepo Bèncong
232.0,Ponapa dháddhi masalana sampèyan sadbájhá panèka masalana gbulá jhugbán.,"""Apa yang menjadi masalah kalian, itu juga menjadi masalah saya.""",18,Novel Èsarepo Bèncong
233.0,Torè laggbu' gbulá gbi' anyo'ona pamèt ka Kapolres Bárânta ka angghuy ghábáy ga-jágâna gbula sareng sampèyan sadbájbá.,"""Mari nanti saya minta izin ke Kapolres Barata untuk menjaga kita semua.""",18,Novel Èsarepo Bèncong
234.0,Tore samangkèn sampèyan sadbájhâna paleman ka compo'en bang-sèbáng.,"""Sekarang, mari Bapak-bapak pulang ke rumah masing-masing.""",18,Novel Èsarepo Bèncong
235.0,Tore malar mandbár laggbu'panèka ollè tanda tangan dâri Kapolres Báranta.,"""Semoga besok kita dapat tanda tangan dari Kapolres Barata.""",18,Novel Èsarepo Bèncong
236.0,Jâwâb rèng-orèng kabbhi.,"Semua orang menjawab ""iya.""",18,Novel Èsarepo Bèncong
237.0,"Sakabbhinna molèka romana bâng-sèbâng, nantos kabhar dâri Kalèbunna lagghu'jhâ'dâ'râmma'a.","Mereka pulang ke rumah masing-masing, menunggu kabar dari Kepala Desa tentang hasilnya besok.",18,Novel Èsarepo Bèncong
238.0,Tada' rèng majângan bi' rèng mancèngn.,Tidak ada nelayan jaring maupun pemancing yang melaut.,19,Novel Èsarepo Bèncong
239.0,Rèng mancèng sengaja ta' mancèng polana bâdâkaparlowan.,Para pemancing sengaja tidak pergi karena ada keperluan.,19,Novel Èsarepo Bèncong
240.0,Polana arè satèya èyangghuy arè sè nantos kabhâr dâri Pa' Kalèbun.,Hari ini dipakai untuk menunggu kabar dari Bapak Kepala Desa.,19,Novel Èsarepo Bèncong
241.0,Pamong la marè ngoca' ka rèng-orèng neng ma-roma.,Pamong desa sudah berkeliling memberitahu ke orang-orang dari rumah ke rumah.,19,Novel Èsarepo Bèncong
242.0,"Asorowan, nyoro paraona kodhu siyapaghi.",Mereka menyuruh untuk menyiapkan perahunya.,19,Novel Èsarepo Bèncong
243.0,Marèna sajjhâm agghi' mangkat ka tengnga tasè' nemmonè Santos.,Satu jam lagi akan berangkat ke tengah laut menemui Santos.,19,Novel Èsarepo Bèncong
244.0,Aonjo' rasa neng tasè'.,Melakukan unjuk rasa di laut.,19,Novel Èsarepo Bèncong
245.0,Sabâgiyân rèng-orèng ka Bârânta mellèsolar.,Sebagian orang pergi ke Barata membeli solar.,19,Novel Èsarepo Bèncong
246.0,"Bâdâ polè sè ta' mellè solar, polana karèna ghi' bânnya'.",Ada lagi yang tidak membeli solar karena persediaan masih banyak.,19,Novel Èsarepo Bèncong
247.0,Seddheng abitta dâyyâ.,Setelah menunggu cukup lama. ,19,Novel Èsarepo Bèncong
248.0,Bâktona la dapa'.,Waktunya tiba.,19,Novel Èsarepo Bèncong
249.0,Rèng majâng bi' rèng mancèng padâ sèyap kabbhi.,Nelayan jaring dan pemancing sudah siap semua.,19,Novel Èsarepo Bèncong
250.0,Kalèbunna noro'katengnga tasè bi' polisi Bârânta.,Kepala Desa ikut ke tengah laut bersama polisi Barata.,19,Novel Èsarepo Bèncong
251.0,Polisina ghun neng kalema orèng.,Polisinya hanya ada lima orang.,19,Novel Èsarepo Bèncong
252.0,Bânnya' nè'-binè' sè noro' aonjo' rasa ka tasè' kèya.,Banyak ibu-ibu yang ikut unjuk rasa ke laut juga.,19,Novel Èsarepo Bèncong
253.0,Nè'-binè' ghella' ngoca' jhâ' dhibi'en ta' tarèma mon èpangakan jhuko' cellot malolo rèsaarèna.,Ibu-ibu itu mengatakan kalau mereka tidak terima jika makan ikan celot terus-menerus setiap hari.,19,Novel Èsarepo Bèncong
254.0,Aktipis dhisa tadâ' sè noro'a.,Aktivis desa tidak ada yang ikut.,19,Novel Èsarepo Bèncong
255.0,Alasanna kabbhi bâdâ.,Alasannya semua ada.,19,Novel Èsarepo Bèncong
256.0,Dhingla èsoro noro' tadâ' sè endâ'â.,Kalau disuruh ikut tidak ada yang mau.,19,Novel Èsarepo Bèncong
257.0,Ra-kèra duw polo mennèt parao bi' sampan dâpa'ka tengnga tasè'.,Kira-kira dua puluh menit perahu dan sampan sampai di tengah laut.,19,Novel Èsarepo Bèncong
258.0,Parao bi' sampan dheb-adhebbhân bi' paraona Santos.,Perahu dan sampan berhadapan dengan perahu Santos.,19,Novel Èsarepo Bèncong
259.0,Paraona Santos bâdâ neng tengnga tasè' èyangghuy anyeddot mènnya' sè bâdâ è bâbâ.,"Perahu Santos ada di tengah laut, dipakai untuk menyedot minyak yang ada di bawah.",19,Novel Èsarepo Bèncong
260.0,Istilana ngebbor tasè'.,Istilahnya mengebor laut.,19,Novel Èsarepo Bèncong
261.0,Sajân abit parao ebboran rèya bâdâ neng tasè' dinna'.,Semakin lama perahu pengeboran ini ada di laut sini.,19,Novel Èsarepo Bèncong
262.0,Rèya pagghun perrèyan ka kaodi'enna jhuko' sè bâdâ neng tasè'.,Ini akan tetap membahayakan kehidupan ikan yang ada di laut.,19,Novel Èsarepo Bèncong
263.0,Aèng bhersèdhâddhi aèng cellot.,Air bersih menjadi air celot.,19,Novel Èsarepo Bèncong
264.0,La jhellingaghi mon ta' partajhâ.,Lihat saja kalau tidak percaya.,19,Novel Èsarepo Bèncong
265.0,Bit-abidhân pagghun dhâddhi cellot aèng rèya.,Lama-lama air ini tetap jadi celot.,19,Novel Èsarepo Bèncong
266.0,Dhâlubâng èpa ka attas kabbhi.,Spanduk-spanduk dinaikkan semua.,19,Novel Èsarepo Bèncong
267.0,Neng tong-sèttongnga dhâlubâng bâdâ tolèssanna bâng-sèbâng.,Di setiap spanduk ada tulisannya masing-masing.,19,Novel Èsarepo Bèncong
268.0,Poko' la acem-macem.,Pokoknya bermacam-macam.,20,Novel Èsarepo Bèncong
269.0,Kabbhi angadhep ka paraona Santos.,Semua menghadap ke perahu Santos.,20,Novel Èsarepo Bèncong
270.0,Sènga' rèng aperranga.,Seperti orang yang mau berperang.,20,Novel Èsarepo Bèncong
271.0,Polana paraona Santos rèya èkalèng-lèngè.,Karena perahu Santos ini dikelilingi.,20,Novel Èsarepo Bèncong
272.0,Marèna jiyâ kalowar palakona Santos.,Setelah itu keluar para pelakunya Santos.,20,Novel Èsarepo Bèncong
273.0,Bâdâ ngara ghun lèma bellâs orèng.,Ada kira-kira lima belas orang.,20,Novel Èsarepo Bèncong
274.0,Ngangghuy kalambhi tè-potè.,Memakai baju serba putih.,20,Novel Èsarepo Bèncong
275.0,Sènga' mayyit sakalè.,Seperti mayat sekali.,20,Novel Èsarepo Bèncong
276.0,Kalowar rèng akalambiyân ejjas celleng dâri dâlem kapal Santos.,Keluar orang berbaju jas hitam dari dalam kapal Santos.,20,Novel Èsarepo Bèncong
277.0,Ta' sala polè jhâ rèya Ebbos neng dinna'.,Tidak salah lagi kalau ini Ebbos.,20,Novel Èsarepo Bèncong
278.0,Ebbos jiyâ pas temmo angoca'Ada perlu apa kalian di sini?,"Ebbos kemudian berkata, ""Ada perlu apa kalian di sini?""",20,Novel Èsarepo Bèncong
279.0,Rèng-orèng molaè ling-jhellingan ka salaènna.,Orang-orang mulai saling lirik satu sama lain.,20,Novel Èsarepo Bèncong
280.0,Ta'ngertè maksod dâri oca'en Ebbos.,Tidak mengerti maksud dari perkataan Ebbos.,20,Novel Èsarepo Bèncong
281.0,"Ebbos amarènta, Ongghâ polisi, Kalèbun, pas Pamong kaduwwâ.","Ebbos memerintahkan, ""Naik, polisi, Kepala Desa, dan dua pamong.""",20,Novel Èsarepo Bèncong
