Madura,Indonesia
pamangghina orèng madhurâ bhâb ghârâ’ân panèka koddhu noro’ panapa sè ampon èterrangngaghi bhâb ghârâ’ân sareng ghustè allah neng alqur’an,pendapatnya orang madura tentang gerhana ini harus ikut apa yang sudah diterangkan tentang gerhana oleh gusti allah di alqur’an 
sè sapanèka amarghâ sadhâjâ orèng madhurâ ampon kaonèng coma nganot ghâma islam,yang begitu karena semua orang madura sudah dikenal hanya menganut agama islam
mènorot ḍhâbuna ghustè allah ghâra’ân panèka namong kaangghuy nodhuwaghi ka manossa jhâ’ kakobâsa’anèpon ghustè allah taḍâ’ sè madhânè,menurut firman gusti allah gerhana ini hanya untuk menunjukkan ke manusia bahwa kekuasaan-nya gusti allah tidak ada yang menandingi
artè’èpon ghustè allah mampo matèra’ sareng mapetteng alam sè ka’ḍimma kaulâ sareng ca-kanca sadhâjâ aengghun è bhumè panèka,artinya gusti allah mampu menerangkan dan menggelapkan alam yang di mana saya dan kawan-kawan semua bertempat di bumi ini
manabi ca’èpon pa’ rahmad sè aḍhâsar ḍâ’ elmo pangataowan mata’arè ghârâ’â sabâb sonarra mata’arè ka’andengngan sareng jâng-bâjânganna bulân kantos sonarra mata’arè ta’ terbhâs ka bhumè,apabila katanya pak rahmad yang berdasar kepada ilmu pengetahuanmatahari gerhana sebab sinarnya matahari terhalangi oleh bayang-bayangnya bulan sampai sinarnya matahari tidak tembus ke bumi 
sè sapanèka amarghâ è bâkto ghâpanèka bulân bâḍâ è nga’-tengnga’anna mata’arè sareng bhumè neng sèttong ghâris loros,yang begitu karena di waktu itu bulan ada di tengah-tengahnya matahari dan bumi di satu garis lurus
mèlana è bhumè sè nèngalè mata’arè ghârâ’â coma sè aengghun neng ghâris loros ghâpanèka,makanya di bumi yang melihat matahari gerhana cuma yang bertempat di garis lurus itu
akadhi ghârâ’ân sè bâri’ kalerressan sabâgiyân daèra neng indonesia bâḍâ neng ghâris loros ghâpanèka,seperti gerhana yang kemarin kebetulan sebagian daerah di indonesia ada di garis lurus itu
mèlana bâḍâ bârghâ daèra neng indonesia bâri ta’ noro’ nèngalè mata’arè ghârâ’â,makanya ada warga daerah di indonesia kemarin tidak ikut melihat matahari gerhana
para kanca ḍâri kellas tello’ kantos kellas ennem sè kaulâ hormadhi namong sa’amponna rèng madhurâ nganot ghâma islam manabi bâḍâ ghrâ’ân ta’ mokol ronjhângan polè,para kawan dari kelas tiga sampai kelas enam yang saya hormati hanya sesudahnya orang madura menganut agama islam apabila ada gerhana tidak memukul ronjhângan lagi
ghustè allah aparèng pètodhu lèbât pèkkèran èngghi panèka èlmo pangataowan jhâ’ saèstona ghrâ’ân panèka bânnè polana bâḍâ ma’ bhuta nyoltoghâ bulân,gusti allah memberi petunjuk lewat pikiran yaitu ilmu pengetahuan bahwa sesungguhnya gerhana ini bukan karena ada raksasa menyantap bulan
ghrâ’ân bulân amarghâ bulân è bâkto ghâpanèka engghunna loros bâḍâ èyantarana bhumè sareng mata’arè akadhi ator kaulâ ghellȃ’ sè sapanèka sabâb sadhâjâ èssèna alam panèka ècèpta sareng allah sè aghung,gerhana bulan karena bulan di waktu itu tempatnya lurus ada di antaranya bumi dan matahari seperti tutur kata saya tadi yang begitu sebab semua isinya alam ini dicipta oleh allah yang agung
sadhâjâ paḍâ aghuli ta’ meddhet è sèttong kennengngan,semua sama-sama bergerak tidak diam di satu tempat
nalèka kennengnga bulân bâḍâ è nga’-tengnga’anna mata’arè è bhumè bulân lajhu sabâgiyân ta’ nèngalè mata’arè è bâkto ghâpanèka lajhu ènyamaè arè ghârâ’ân,ketika letaknya bulan ada di tengah-tengahnya matahari di bumi bulan lalu sebagian tidak melihat matahari di waktu itu lalu dinamai hari gerhana
manabi bhumè loros bâḍâ è nga’-tenga’ânna aghâma islam ngator tor èkalajhu bâḍâ ghrâ’ân bulan,apabila bumi lurus ada di tengah-tengahnya agama islam mengatur dan dilanjutkan ada gerhana bulan
aghâma islam jhughân ngator partèngkan ibâdâ manabi nèngalè ghrâ’ân manossa lajhu èpakon asholat sonnat ajâma’ah ḍuwâ’ raka’at èngghi panèka sè ènyamaè sholat ghrâ’ân,agama islam juga mengatur pertingkahan ibadah apabila melihat gerhana manusia lalu disuruh sholat sunnah berjamaah dua rakaat yaitu yang dinamai sholat gerhana
jhughân orèng islam èpakon asholat ajhâma’ah manabi abit taḍâ’ ojhân kantos ma’asat sombher,juga orang islam disuruh sholat berjamaah apabila lama tidak ada hujan sampai mengeringkan sumber
sholat bhuru èsebbhut sholat nyo’on ojhân,sholat barusan disebut sholat mohon hujan
ghi’ ḍhimènna neng dhisa aèngmèra è kacamatan bâtopotè kabupatèn songennep sabellunna bârghâ nganot ghâma islam ojhung èkalako bilâ ampon nèmor kara,"masih dahulunya di desa aèngmèra di kecamatan bâtopotè kabupaten sumenep
sebelumnya warga menganut agama islam ojhung dilakukan bila sudah musim kemarau panjang"
è bâkto ghâpanèka orèng patang rebbhu’ aèng jhughân ompossa ḍâun sareng èbin obuwânna,di waktu itu orang berebut-rebut air juga rumputnya daun dan bibit tanamannya
bârghâ dhisa lajhu mabâḍâ rokat kangghuy nyo’on ojhân ḍâ’ dhibâ sè araksa bhumè,warga desa lalu mengadakan rukat untuk memohon hujan kepada dewa yang menjaga bumi
rokat bhuru èbâḍâ’aghi neng sèttong kennengngan è dhisa aèng-mèra neng dhisa aèngmèra bâḍâ sèttong somor sè sabbhân taon èkoro’ èpaḍâlem bilâ aèngnga ampon asat,"rukat baru diadakan di satu tempat di desa aèng-mèra di desa
aèngmèra ada satu sumur yang setiap tahun digali diperdalam bila airnya sudah kering"
somor neng dhisa aèngmèra ghâpanèka ènyamaè somor sè pènang cangka sabab è seddhi’na somor bhuru bâḍâ bhungkana pènang sè acangka,sumur di desa aèngmèra itu dinamai sumur si pinang cabang sebab di dekatnya sumur barusan ada batangnya pinang yang bercabang
bilâ sè ngoro’ somor ampon lastarè lajhu rèng-orèng bârghâ dhisa aèngmèra ghâpanèka lajhu nangghâ’ ojhung,bila yang menggali sumur sudah selesai lalu orang-orang warga desa aèngmèra itu lalu menggelar ojhung
ojhung panèka addhuwân salang pokol mabi panjhâlin,ojhung itu aduan saling pukul memakai rotan
bit-abit ojhung ta’ namong kangghuy mènta ojhân jhughân lajhu dhâddhi tatèngghun,lama-kelamaan ojhung tidak hanya untuk meminta hujan juga lalu jadi tontonan
bâkto ghâpanèka èsebbhut nangghâ’ ojhung sè namong èkamaèn manabi arokat mènta ojhân tor èmaènnaghi samalem bhentèng tè-ghântè orèng sè abhuwâng,waktu itu disebut menggelar ojhung yang hanya dimainkan apabila rukat meminta hujan dan dimainkan semalam suntuk berganti-ganti orang yang bertengkar
ề bâkto samangkèn ritual mènta ojhân kalabân nangghâ’ ojhung ghi’ pagghun èkalako sanarè ampon anyama malanggheng buḍḍhâjâ ojhung samangkèn èmaènnaghi sareng patarong antar dhisa è kacamatan bâtopotè jhughân neng kacamatan pasongsongan,di waktu sekarang ritual meminta hujan dengan menggelar ojhung masih tetap dilakukan meskipun sudah bernama melestarikan budaya ojhung sekarang dimainkan oleh petarung antar desa di kecamatan bâtopotè juga di kecamatan pasongsongan
sanarè sapanèka neng permainan ojhung ta’ ètantowaghi pasèra sè mennang,meskipun begitu di permainan ojhung tidak ditentukan siapa yang menang
sè sapanèka amarghâ ojhung kantos samangkèn ghi’ èyangghep sakral,yang begitu karena ojhung sampai sekarang masih dianggap sakral
sabellunna orèng nganut aghȃma islam apa sè èkalako mon bȃḍȃ ghrȃ’ȃn,sebelumnya orang menganut agama islam apa yang dilakukan kalau ada gerhana
apa maksoddhȃ aghuttha,apa maksudnya aghuttha
apa sè ènyamaè ronjhȃngan,apa yang dinamai ronjhângan
lesson ḍȃri kaju lanjhȃngnga 2 meter,lesung dari kayu panjangnya 2 meter
ghenḍhȃng ḍȃri kaju,gendang dari kayu
lesson ḍȃri bessè,lesung dari besi
èn maènna na’ kana’ kènè’,main-mainannya anak-anak kecil
sabellunna maso’ aghȃma islam arapa ma’ orèng aghuttha,sebelumnya masuk agama islam kenapa kok orang aghuttha
bulȃn ghrȃ’ȃn 5 saampon maso’ aghama islam mon bȃḍȃ bulȃn ghrȃ’ȃn pas arapa,bulan gerhana 5 sesudah masuk agama islam kalau ada bulan gerhana lalu bagaimana
ashalat sonnah ghrȃ’ȃn kodhu arapa,sholat sunnah gerhana harus bagaimana
apa maksod shalat ghrȃ’ȃn,apa maksud sholat gerhana
bulȃn otabȃ arè èsoltok ma’bhuta,bulan atau matahari ditelan raksasa
nyokkorè kakobȃsa’ȃnna sè kobȃsa,mensyukuri kekuasaannya yang kuasa
ma’ lè ghrȃ’ȃn lekkas mare,agar gerhana cepat selesai
nyopprè taḍȃ’ panyakèt,supaya tidak ada penyakit
ca’na orèng ghrȃ’ȃn rèya apa,menurut orang-orang gerhana itu apa
bulȃn otabȃ arè gherring,bulan atau matahari sedang sakit
bulȃn otabȃ arè pegghel ka manossa,bulan atau matahari sedang kesalmarah kepada manusia
bulȃn otabȃ arè èsoltok olar naghȃ,bulan atau matahari ditelan ular naga
ca’na èlmo pangataowan ghrȃ’ȃn bulȃn rèya apa,menurut ilmu pengetahuan gerhana bulan itu apa
arè ka’aḍḍhengan jȃng,matahari terhalangi
sabȃb arè è bȃkto malem,sebab matahari ada di waktu malam
arè ka’aḍḍhengan jȃbȃnganganna,matahari terhalangi oleh bayangannya
ca’na èlmo pangataowan ghrȃ’ȃn arè rèya apa,menurut ilmu pengetahuan gerhana matahari itu apa
apa artèna nèmor kara,apa artinya kemarau panjang
nemor coma sakejjhâ’,kemarau yang hanya sebentar
nèmor talèbât abit,kemarau yang terlalu lama
nèmor acampor nambhârâ’,kemarau yang bercampur dengan angin timur
alanjhângan nambhârâ’ ḍâri nèmor,angin timur yang bertiup lebih panjang dari musim kemarau
madhurâ mon nèmor kara bȃremma kabȃḍȃ’ȃnna,di madura kalau terjadi kemarau panjang bagaimana keadaannya
sombher karè sakonè’ aèngnga,sumber air airnya tinggal sedikit
sombher bân songay kerrèng,sumber air dan sungai mengering
taḍâ’ orèng mandi,tidak ada orang mandi
arapa mon sombher asat,apa yang terjadi jika sumber air mengering
somorra èghili’ì aèng,sumurnya dialiri air
somorra èkoro’ èḍȃlemmè,sumurnya digali agar lebih dalam
rèng - orèng lajhu ngallè kennengngan,orang-orang lalu berpindah tempat tinggal
bȃnnya’ orèng mate,banyak orang meninggal
mon nèmor kara lajhu mènta ojhȃn apa sè èlakonè orèng,kalau kemarau panjang lalu ingin meminta hujan apa yang dilakukan orang
nyo’on ḍȃ’ sè araksa,memohon kepada sang maha pemelihara
mon nèmor kara aèngnga somor arapa,kalau kemarau panjang air sumur kenapa
mamolanna ojhung èmaènnaghi è,awalnya tradisi ojhung dimainkan di
è bȃbȃ kabupatèn songennep,di wilayah kabupaten sumenep
kacamadhȃn bato pate bȃḍȃ èḍimma,kecamatan batoputih ada di mana
è kacamadhȃn bato potè bȃḍȃ bhungkana pènang apa,di kecamatan batoputih ada pohon pinang apa
è jȃḍiyȃ bȃḍȃ kèya somor apa,di sana ada juga sumur apa
sabbhȃn taon èkoras,setiap tahun dikuras
sabbhȃn taon èsalameddhi,setiap tahun diselamati
sabbhȃn taon èḍȃlemmè,setiap tahun diperdalam
sabbhȃn taon èsèlènè aèng,setiap tahun diganti airnya
sabbhȃn taon mabȃḍȃ rètual kaangghuy apa,setiap tahun mengadakan ritual untuk apa
mènta ojhȃn ka sè araksa,meminta hujan kepada sang penjaga
soal kapèng 21-30 maghut ḍ â’ teksparagraf bâbâ panèka,soal nomor 21-30 mengacu pada teksparagraf di bawah ini
tèks pidato èserrat ka’angghuy maghâmpang ḍâ’ sè ngastanè,teks pidato ditulis untuk memudahkan bagi yang menyampaikan
bâḍâna tèks pidato dhâddhi pandhuman mongghu ḍâ’ sè ajhârbâ’âghi,adanya teks pidato menjadi panduan bagi yang menyampaikannya
kalabân pandhuman sè ka ator èssèna pidato panèka jhegjheg tor sorop sareng gher-ogher,dengan panduan yang teratur isinya pidato itu menjadi runut dan sesuai dengan kerangkanya
mèla ḍâri ghâpanèka kalabân bâḍâna pidato sè aghuna’aghi tèks otabâ pidato sè ta’ aghuna’aghi tèks andhâddhiyâghi cem-macemma tèks pidato,maka dari itu dengan adanya pidato yang menggunakan teks atau pidato yang tidak menggunakan teks menjadikan macam-macam teks pidato
manabi adhâsar sèfat èssèna pidato teks pidato bâḍâ 6 macem akadhiyâ è bâbâ panèka,apabila berdasar sifat isinya pidato teks pidato ada 6 macam seperti di bawah ini
èngghi panèka tèks pidato singkat kaangghuy mokka’ acara otabâ lalampa’an,yaitu teks pidato singkat untuk membuka acara atau kegiatan
èngghi panèka tèks pidato sè èyangghuy ḍâlem papangghiyân kaangghuy mertè orèng laèn,yaitu teks pidato yang dipakai dalam pertemuan untuk mengarahkan orang lain
èngghi panèka teks pidato sè èjhârbâ’âghi è ḍâlem sèttong kadhâddhiyân otabâ sèttong lalampa’an kalabân èbâtessè bâkto,yaitu teks pidato yang dijelaskan di dalam satu kejadian atau satu kegiatan dengan dibatasi waktu
èngghi panèka tèks pidato sè èjhârbâ’âghi sareng orèng sèngaghungè kakobâsa’an kaangghuy arasmiyaghi settong lalampa’an,yaitu teks pidato yang disampaikan oleh orang yang memiliki kekuasaan untuk meresmikan sebuah kegiatan
èngghi panèka tèks pidato sè èssèna bhâb laporan,yaitu teks pidato yang isinya bab laporan
èngghi panèka teks pidato sè èssèna maḍâpa’ pa-ponapa sè ampon èlampa’aghi,yaitu teks pidato yang isinya menyampaikan apa-apa yang sudah dikerjakan
tèks pidato èserrat kaangghuy apa,teks pidato ditulis untuk apa
maghȃmpang ḍȃ’ ka sè ngastanè,memudahkan bagi yang menyampaikan
masenneng ka sè ngèḍingngaghi,menyenangkan bagi yang mendengarkan
maghȃmpang ka sè maca,memudahkan bagi yang membaca
maghȃmpang ka na’ kana’ nèro,memudahkan bagi anak-anak meniru
bȃḍȃna pandhuman pidato èssèna pidato dhȃddhi bȃrȃmma,adanya panduan pidato isinya pidato menjadi bagaimana
jhegjheg sorop bȃn gher ogherrȃ,runtut sesuai dengan kerangkanya
tèks pidato singkat kaangghuy mokka’ acara otabâ lalampa’an,teks pidato singkat untuk membuka acara atau kegiatan
arèya è sebbhut pidato,ini disebut pidato
tèks pidato sè èyangghuy ḍâlem papangghiyân kaangghuy mertè orèng laèn èsebbhut pidato,teks pidato yang dipakai dalam pertemuan untuk mengarahkan orang lain disebut pidato
tèks pidato sè èjhârbâ’âghi è ḍâlem sèttong kadhâddhiyân otabâ sèttong lalampa’an kalabân èbâtessè bâkto èsebbhut pidato,teks pidato yang disampaikan di dalam satu peristiwa atau satu kegiatan dengan dibatasi waktu disebut pidato
tèks pidato sè èjhârbâ’âghi sareng orèng sèngaghungè kakobâsa’an kaangghuy arasmiyaghi settong lalampa’an èsebbhut pidato,teks pidato yang disampaikan oleh orang yang memiliki kekuasaan untuk meresmikan sebuah kegiatan disebut pidato
tèks pidato sè èssèna bhâb laporan èsebbhut tèks pidato,teks pidato yang isinya tentang laporan disebut teks pidato
tèks pidato sè èssèna maḍȃpa’ pan saponapan sè ampon èlampa’aghi èsebbhut teks pidato,teks pidato yang isinya menyampaikan apa-apa yang sudah dikerjakan disebut teks pidato
pidato sè segghut èlampa’aghi kopala sakola’an sabbhȃn arè sennèn èsebbhut tèks pidato,pidato yang sering dilakukan kepala sekolah setiap hari senin disebut teks pidato
conto pidatona bapak presiden jokowi mon mokka’ kennengngan anyar èsebbhut pidato,contoh pidatonya bapak presiden jokowi kalau membuka tempat baru disebut pidato
sabellunna apidato kodhu masanat rancangan pidato sala sèttongnga ponapa,sebelum berpidato harus menyiapkan rancangan pidato salah satunya apa
salastarèna salam pamokka’ ètorrosaghi,selesainya salam pembuka dilanjutkan
saka’ḍinto bisaos pidato ḍȃri bhȃdhȃn kaulȃ manabi bȃḍȃ sala pamator nyo’onna sapora,cukup sekian saja pidato dari saya apabila ada salah kata mohon maaf
okara panèka tamaso’ ḍȃ ponapa,kalimat ini termasuk apa
sabellunna molaè apidato kodhu ponapa,sebelum mulai berpidato harus apa
ngatorè onèng nyamana sampèyan,memberi tahu nama anda
onèng ḍâ’ ma - nyamana sè mèrengngaghiyâ pidatona sampèyan,tahu nama-nama yang mendengarkan pidato anda
ngatorè onèng strukturra pidato ḍâ’ sadhâjâ sè bhâḍhi mèrengngaghiyâ pidatona sampèyan,memberi tahu struktur pidato kepada semua yang akan mendengarkan pidato anda
tojjhuwȃn pidato persuasif èngghi panèka,tujuan pidato persuasif yaitu
ngajhȃk kaangghuy ngalakonè sèttong kalakowan,mengajak untuk melakukan satu perbuatan
jȃwȃb pètanya è bȃbȃ rèya kalabȃn bhenḍer,jawab pertanyaan di bawah ini dengan benar
sebbhuttaghi macemma pidato,sebutkan macam-macam pidato
sebbhuttaghi strukturrȃ pidato,sebutkan struktur pidato
apa bhidhȃna pidato informatif bȃn pidato aksi,apa bedanya pidato informatif dan pidato aksi
apa bhidhȃna pidato rekreatif bȃn pidato persuasif,apa bedanya pidato rekreatif dan pidato persuasif
apa sè èmaksod ojhung,apa yang dimaksud ojhung
apa sè èmaksod rokat dhisa,apa yang dimaksud ruwat desa
apa sè èmaksod rokat tasè’,apa yang dimaksud ruwat laut
apa sè èmaksod somor tanto,apa yang dimaksud sumur keramat
apa sè èmaksod panḍhȃbȃmanḍhȃbȃ ana’,apa yang dimaksud upacara turun tanah anak
jhȃjhȃl rembhȃk sakanca’an,coba diskusikan dengan teman-teman
jhȃjhȃl ghȃbȃy okara pamokka’ pidato sè tèmana perpisahan kellas 6,coba buat kalimat pembuka pidato yang temanya perpisahan kelas 6
jhȃjhȃl ghȃbȃy èssèna pidato sè tèmana perpisahan kellas 6,coba buat isi pidato yang temanya perpisahan kelas 6
jhȃjhȃl ghȃbȃy okara panotop pidato sè tèmana perpisahan kellas 6,coba buat kalimat penutup pidato yang temanya perpisahan kelas 6
jhȃjhȃl ghȃbȃy pidato sè tèmana maulid nabi muhammad saw,coba buat pidato yang temanya maulid nabi muhammad saw
pidato no4 jhȃjhȃl birjhi’ mènorot strukturrȃ,pidato no4 coba pilah menurut strukturnya
pidato biyasana aghuna’aghi bhȃsa lèsan,pidato biasanya menggunakan bahasa lisan
nangèng bȃḍȃ jhughȃn sè èlampa’aghi kalabȃn aghuna’aghi tèks,namun ada juga yang dilakukan dengan menggunakan teks
sè moljȃ bapak kopala sakola,yang mulia bapak kepala sekolah
