no,Madura,Indonesia,hal,buku kelas
737.0,Gentengnga ngalotor daddi tambikar,Gentengnya rontok menjadi pecahan tembikar.,45,oreng-oreng palang
738.0,Atun ta'sanggup matotok maca tolesanna lakena,Atun tidak sanggup menuntaskan membaca tulisan suaminya.,45,oreng-oreng palang
739.0,"Gun dhapa'ka tolesan,","Hanya sampai pada tulisan,",45,oreng-oreng palang
740.0,Sampe' sanonto bula gi' ta' kellar nyerra,Sampai sekarang aku masih tidak kuat membayar.,45,oreng-oreng palang
741.0,Laen gi' budhu'na se pon abudhu'-budhu,Belum lagi bunganya yang sudah berbunga-bunga.,46,oreng-oreng palang
742.0,Sampe' bula ban dika akabin,Sampai aku dan kamu menikah.,46,oreng-oreng palang
743.0,Sampe' bula ban dika gadhuwan ana,Sampai aku dan kamu punya anak.,46,oreng-oreng palang
744.0,Garowa' Masgina pon raja ban daddi paraban,Baru saja Masgina sudah besar dan menjadi perawan.,46,oreng-oreng palang
745.0,"Atmo ban Matnawi se gella' nyator e jalan, dhapa'ka bengkona Satrawi","Atmo dan Matnawi yang tadi mengobrol di jalan, tiba di rumahnya Satrawi.",46,oreng-oreng palang
746.0,Ngadhebba ka Atun,Menghadap ke Atun.,46,oreng-oreng palang
747.0,Abala'a ja'Satrawi tadha' omor,Memberitahukan bahwa Satrawi tidak ada umur.,46,oreng-oreng palang
748.0,"Lok-ologan tadha' nyambit, se kadhuwa maso","Panggil-panggil tidak ada yang menyahut, keduanya masuk.",46,oreng-oreng palang
749.0,Nemmo Atun gut-sergudan kadibi'an e attas lencak bungkel kalaban salambar dalubang e tanangnga,Menemukan Atun sesenggukan sendirian di atas balai-balai bambu dengan selembar kertas di tangannya.,46,oreng-oreng palang
750.0,Kalaban songay neng e pepena,Dengan sungai di pipinya.,46,oreng-oreng palang
751.0,Kalaban sakone'cekkong e dhaina,Dengan sedikit kerutan di dahinya.,46,oreng-oreng palang
752.0,Kadhuwana entar ka Atun se ta' andhi' ora,Keduanya menghampiri Atun yang tidak berdaya.,46,oreng-oreng palang
753.0,Epajaga pas eenome aeng,Dibangunkan lalu diberi minum air.,46,oreng-oreng palang
754.0,"Nangale badha salambar dalubang neng e tanangnga Atun, Atmo ngala' pas maca ka essena dalubang jareya","Melihat ada selembar kertas di tangan Atun, Atmo mengambil lalu membaca isi kertas itu.",46,oreng-oreng palang
755.0,Manda'na ce'takerjadda Atmo ban Matrawi maca tolesanna lakena Atun,Betapa terkejutnya Atmo dan Matrawi membaca tulisan suami Atun.,46,oreng-oreng palang
756.0,Senga' ta' bakal abit pole Bi' Atun pas ekabina Ji Mas'ot keya,Jangan-jangan tidak akan lama lagi Mbok Atun lalu dikawini Haji Mas'ot juga.,46,oreng-oreng palang
757.0,Mon ta' ana'na se badha e pondhuk se anyama Masgina,Kalau tidak anaknya yang ada di pondok yang bernama Masgina.,46,oreng-oreng palang
758.0,"Songennep, Januari 2011-2017","Sumenep, Januari 2011-2017",46,oreng-oreng palang
759.0,"Mak, kaula terro ka jerruk","Bu, saya ingin jeruk.",47,oreng-oreng palang
760.0,"Enggi, Le', maddha ngobange","Iya, Nak, mari dicari.",47,oreng-oreng palang
761.0,Napa ajunan ngagunge obang,Apa Anda punya uang.,47,oreng-oreng palang
762.0,"Gi,maddha mandar nemmowa","Iya, mari semoga menemukan.",47,oreng-oreng palang
763.0,Dhu nemmowa mon ta' nyare,"Duh, mana bisa menemukan kalau tidak mencari.",47,oreng-oreng palang
764.0,"Banne nga'ganeko, usaha pon ejalanagi","Bukan begitu, usaha sudah dijalankan.",47,oreng-oreng palang
765.0,Daddi bula se ngajar ta'ereken,Jadi saya yang mengajar tidak dihitung.,47,oreng-oreng palang
766.0,Enggi keng ta' etemmo ollena,Iya tapi tidak ditemukan hasilnya.,47,oreng-oreng palang
767.0,Pola me' Pangeran gi' ta'apareng,Mungkin Tuhan masih tidak memberi.,47,oreng-oreng palang
768.0,"Korang sabbar baramma, Mak, ja' kaula pon abit se terro ka jerruk paggun ta' engobangagi sareng ajunan","Kurang sabar bagaimana, Bu, soalnya saya sudah lama ingin jeruk tetap tidak dicarikan oleh Anda.",47,oreng-oreng palang
769.0,"Gi, ja'tadha'onggu se ekabelliya","Iya, soalnya sungguh tidak ada untuk membelinya.",47,oreng-oreng palang
770.0,"Banne keng pola-na cerre', keng tadha'onggu","Bukan karena pelit, tapi sungguh tidak ada.",47,oreng-oreng palang
771.0,Gi ca'epon ajunan pon,Iya kata Anda saja sudah.,47,oreng-oreng palang
772.0,"Gi, diggal pon mon jat tadha","Iya, biarkan saja sudah kalau memang tidak ada.",48,oreng-oreng palang
773.0,ja' laju nga'ganeko,jangan lalu begitu.,48,oreng-oreng palang
774.0,Ba ja' kaula pon pan-barampan kale se gung-ogungan terro jerruk kantos samangken ta'tekka,"Lah, soalnya saya sudah beberapa kali sungguh-sungguh ingin jeruk sampai sekarang tidak kesampaian.",48,oreng-oreng palang
775.0,"Ba, ja' dika pon tao dibi' ja' bula neko ta'neggu'pesse sakale","Lah, kan kamu sudah tahu sendiri kalau aku ini tidak memegang uang sama sekali.",48,oreng-oreng palang
776.0,Mon jat oneng ta' ngagunge obang ma' masae se neng-enneng,Kalau memang tahu tidak punya uang kenapa hanya diam-diam saja.,48,oreng-oreng palang
777.0,Ju pas ekaman-nyaman daddi reng lake'maske pon oneng ja'andhi'bine,Lalu dibuat enak-enak saja jadi lelaki meskipun sudah tahu punya istri.,48,oreng-oreng palang
778.0,"Banne ekaman-nyaman, Le', daddi bulaereken ta'mekker sakale jaga","Bukan dibuat enak-enak, Nak, jadi aku dianggap tidak berpikir sama sekali nanti.",48,oreng-oreng palang
779.0,Mon jat mekker ma' coma neng-enneng e compo,Kalau memang berpikir kenapa cuma diam-diam di rumah.,48,oreng-oreng palang
780.0,"Bula bingong, emo'se alalakona napa","Aku bingung, enggan mau bekerja apa.",48,oreng-oreng palang
781.0,Ajunan kan penter mon urusan nganggi'okara,Anda kan pintar kalau urusan merangkai kalimat.,48,oreng-oreng palang
782.0,Ma' buruwanna ambu sajjegga abine,Kok sekarang berhenti sejak beristri.,48,oreng-oreng palang
783.0,Ta' metto laju se etolesa,Tidak keluar lagi yang ditulis.,48,oreng-oreng palang
784.0,Kadhang pas pegga' e tengnga jalan,Kadang lalu putus di tengah jalan.,48,oreng-oreng palang
785.0,Momos kowa mare,Hilang begitu saja.,48,oreng-oreng palang
786.0,Ma' buruwanna adhabu kadi panèka,Kok sekarang berkata seperti itu.,48,oreng-oreng palang
787.0,"Ja' lamba', sabellunna akabin sareng kaula ajunan maju se nyerrat cem-macem tor bannya' se kalowar sorat kabar","Kan dulu, sebelum menikah dengan saya Anda rajin menulis bermacam-macam dan banyak yang keluar di surat kabar.",48,oreng-oreng palang
788.0,Ja' lamba' se etoles gi' jau ban ekakerrong,Kan dulu yang ditulis masih jauh dan dirindukan.,49,oreng-oreng palang
789.0,Napa bidana sareng samangken,Apa bedanya dengan sekarang.,49,oreng-oreng palang
790.0,Sanonto se etolesa ampon ekaandhi' ban badha e seddi'an terros,Sekarang yang ditulis sudah dimiliki dan ada di samping terus.,49,oreng-oreng palang
791.0,Daddi ta' apangrasa bariya,Jadi tidak merasa begitu.,49,oreng-oreng palang
792.0,"Ja' pon abit se along-polong, ma' gi' ta' gellem ngarte, se Raddin","Kan sudah lama berkumpul, kok masih tidak mau mengerti, si Cantik.",49,oreng-oreng palang
793.0,Keng jat anyata'agi se saongguna,Tapi kan menyatakan yang sesungguhnya.,49,oreng-oreng palang
794.0,Anapa ko ma' pas samangken ajunan ta' daddi noles,Kenapa kok lalu sekarang Anda tidak jadi menulis.,49,oreng-oreng palang
795.0,"Polana dika sanonto ampon ekaandhi', ekapolong sabban bakto","Karena kamu sekarang sudah dimiliki, dikumpuli setiap waktu.",49,oreng-oreng palang
796.0,Napa bidana sareng lamba,Apa bedanya dengan dulu.,49,oreng-oreng palang
797.0,Bula kan pon adhabu ja' mon lamba' bula ban dika kan gi' ta' apolong,Aku kan sudah bilang kalau dulu aku dan kamu kan masih tidak berkumpul.,49,oreng-oreng palang
798.0,Daddi dika ekakerrong,Jadi kamu dirindukan.,49,oreng-oreng palang
799.0,Daddi pera' polana kerrong ajunan pas noles,Jadi hanya karena rindu Anda lalu menulis.,49,oreng-oreng palang
800.0,Banne pera' gun coma,Bukan hanya sekadar.,49,oreng-oreng palang
801.0,Banne ajunan lamba'gun pera'co-ngoco kaula,Bukan Anda dulu hanya sekadar merayu saya.,50,oreng-oreng palang
802.0,"Daddi ta'apangrasa, pas ta' ngako ajunan, Mak","Jadi tidak merasa, lalu tidak mengaku Anda, Mas.",50,oreng-oreng palang
803.0,Ba enggi baramma ja' bula ta' ngagunge tojjuwan kaangguy co-ngoco,Lah iya bagaimana soalnya saya tidak punya tujuan untuk merayu.,50,oreng-oreng palang
804.0,"Ten, lesso se nangesa bila pon enga","Sudah, lelah menangis bila sudah ingat.",50,oreng-oreng palang
805.0,"Gi dina ambu, mon enga' ganeko","Iya biarkan berhenti, kalau ingat ini.",50,oreng-oreng palang
806.0,Tape buktena sa-nonto bula kan ampon ekaandhi' dika,Tapi buktinya sekarang aku kan sudah dimiliki kamu.,50,oreng-oreng palang
807.0,"Apolong sabban bakto, padha mesem polana esto","Berkumpul setiap waktu, sama-sama senyum karena sungguh-sungguh.",50,oreng-oreng palang
808.0,Enggi mon gi' pangantan anyar padha mesem,Iya kalau masih pengantin baru sama-sama senyum.,50,oreng-oreng palang
809.0,Samangken pon aga' padha'a angko polana emo' ta'bisa ngesse'e bengko,Sekarang sudah agak sama-sama cemberut karena enggan tidak bisa mengisi rumah.,50,oreng-oreng palang
810.0,Polana pesse se maposang malolo,Karena uang yang membuat bingung melulu.,50,oreng-oreng palang
811.0,Se posang polana ta'tennang,Yang bingung karena tidak tenang.,50,oreng-oreng palang
812.0,Dhu tennanga manabi sabban are nompo' ban ngarena otang,Duh bagaimana mau tenang kalau setiap hari menumpuk dan memikirkan utang.,50,oreng-oreng palang
813.0,Otang gi otang ja' paggun nyerra,Utang ya utang kan tetap membayar.,50,oreng-oreng palang
814.0,Napa se epanyerra'a,Apa yang mau dibayarkan.,50,oreng-oreng palang
815.0,"Obang ban barang padha ekaotang, se nyerra'a pas emo'sang-tasangsang","Uang dan barang sama-sama diutang, yang membayar lalu enggan terpaksa.",50,oreng-oreng palang
816.0,"Otang obang, nyerra obang","Utang uang, membayar uang.",50,oreng-oreng palang
817.0,"Otang barang, nyerra barang","Utang barang, membayar barang.",50,oreng-oreng palang
818.0,Otang janji majar janji,Utang janji membayar janji.,50,oreng-oreng palang
819.0,Majar se ekajanji,Membayar yang dijanjikan.,50,oreng-oreng palang
820.0,"Nyamana janji, ekaotang","Namanya janji, diutang.",50,oreng-oreng palang
821.0,Manabi ajanji jerruk,Kalau berjanji jeruk.,51,oreng-oreng palang
822.0,Gi majar jerruk,Ya membayar jeruk.,51,oreng-oreng palang
823.0,"Nyamana otang gi paggun majar, keng bila pon badha","Namanya utang ya tetap membayar, tapi bila sudah ada.",51,oreng-oreng palang
824.0,"Mon tadha', dhu nape se ekabajara","Kalau tidak ada, duh apa yang mau dibayarkan.",51,oreng-oreng palang
825.0,Kan mangkana maddha pasabbar ban tolonge adu'a mandar duliya kellar nyerra,Kan makanya mari bersabar dan tolong doakan semoga lekas mampu membayar.,51,oreng-oreng palang
826.0,Mon panyo'on ta' ga'-pegga,Kalau permintaan tidak putus-putus.,51,oreng-oreng palang
827.0,Keng kasabbaran padhana se ampon tadha,Tapi kesabaran seakan-akan sudah tidak ada.,51,oreng-oreng palang
828.0,Nape dika pon ta' langgeng odhi' ban bula,Apa kamu sudah tidak betah hidup denganku.,51,oreng-oreng palang
829.0,Banne kadi ka'dhinto,Bukan seperti itu.,51,oreng-oreng palang
830.0,Ta'langkong ajunan jugan palanggeng ngadhebbi kaula,Lebih-lebih Anda juga betah-betah menghadapi saya.,51,oreng-oreng palang
831.0,Pola me' kadipaneka se ekoca' reng bine' se dhapa' ka baktona ro-terrowen,Mungkin seperti inilah yang disebut perempuan yang tiba pada waktunya mengidam.,51,oreng-oreng palang
832.0,"Ta'oneng na, Mak","Tidak tahu ya, Mas.",51,oreng-oreng palang
833.0,Keng kaula ta' dhateng kotorra sakaleyan,Tapi saya tidak datang kotornya sama sekali.,51,oreng-oreng palang
834.0,"Pola me' enggi, Mak, ja'ta' biyasana kaula u-bauwen tor ro-terrowen kadi samangken","Mungkin iya, Mas, soalnya tidak biasanya saya mual dan mengidam seperti sekarang.",51,oreng-oreng palang
835.0,Artena bula ban dika pon daddiya oreng towa ta'enggi,"Artinya aku dan kamu sudah menjadi orang tua, kan.",52,oreng-oreng palang
836.0,Nape se ekamangmang,Apa yang diragukan.,52,oreng-oreng palang
837.0,Mastena dika neko kodu bunga,Seharusnya kamu ini harus bahagia.,52,oreng-oreng palang
838.0,Bunga gi pon bunga,Bahagia ya sudah bahagia.,52,oreng-oreng palang
839.0,Keng rassa mangmang ban kabater padha badha,Tapi rasa ragu dan khawatir sama-sama ada.,52,oreng-oreng palang
840.0,Enggi nape se ekamangmang ban se ekakabatere,Iya apa yang diragukan dan yang dikhawatirkan.,52,oreng-oreng palang
841.0,"Odhi' kadhuwa pon rang-korang tor sang-tasangsang, aneka pas atamba'a ana","Hidup berdua sudah serba kurang dan terpaksa, ini lalu bertambah anak.",52,oreng-oreng palang
842.0,Dina ganeko passra'agi ka Pangeran,Biarkan itu pasrahkan kepada Tuhan.,52,oreng-oreng palang
843.0,"Odhi'-mate, judhu, sake'-baras, risgi kabbi Guste Allah se ngator","Hidup-mati, jodoh, sakit-sehat, rezeki semua Gusti Allah yang mengatur.",52,oreng-oreng palang
844.0,Bula ban dika coma usaha,Aku dan kamu cuma berusaha.,52,oreng-oreng palang
845.0,Kaula mangmang tako' ta' nemmo se eteddha'a,Saya ragu takut tidak menemukan yang akan dimakan.,52,oreng-oreng palang
846.0,"Bila pon ngandhung, Mak, ta'sakone buto obang","Bila sudah mengandung, Mas, tidak sedikit butuh uang.",52,oreng-oreng palang
847.0,"Kemmana salameddan pa'bulanan, pelet kandhung, kabutowanna bila arembi', molang are, tor en-laenna","Bagaimana selamatan bulanan, tujuh bulanan, kebutuhannya bila melahirkan, selapanan, dan lain-lainnya.",52,oreng-oreng palang
848.0,"Sabatara, kantos samangken kaula sareng ajunan ta' gadhuwan obang","Sementara, sampai sekarang saya dengan Anda tidak punya uang.",52,oreng-oreng palang
849.0,Se eteddha'a bai gi' ngampong ka reng seppo,Yang dimakan saja masih menumpang pada orang tua.,53,oreng-oreng palang
850.0,"Manabi pon oneng, napa ajunan ta' mangmang sa-kale","Kalau sudah tahu, apa Anda tidak ragu sama sekali.",53,oreng-oreng palang
851.0,"Mangmang ban kabater gi' paggun badha, keng araja'an rassa bunga","Ragu dan khawatir masih tetap ada, tapi lebih besar rasa bahagia.",53,oreng-oreng palang
852.0,malengos ka dhapor,berpaling ke dapur.,53,oreng-oreng palang
853.0,Bilaepon se adha'ar,Kapan makannya.,53,oreng-oreng palang
854.0,Gella' kan ampon lastare,Tadi kan sudah selesai.,53,oreng-oreng palang
855.0,"Mon gi' kennyang, ta' kobassa jugan","Kalau masih kenyang, tidak sanggup juga.",53,oreng-oreng palang
856.0,Tore se adha'ara,Mari makanlah.,53,oreng-oreng palang
857.0,"Tore na, Mak","Ayolah, Mas.",53,oreng-oreng palang
858.0,Ponapa se ekatodhus,Apa yang dimalukan.,53,oreng-oreng palang
859.0,Gi diggal tore adha'ar laju ma'ta'asake'an,Iya sudahlah mari makan saja agar tidak sakit.,53,oreng-oreng palang
860.0,"Kan pon oneng, ajunan ta' neng tellat adha'ar","Kan sudah tahu, Anda tidak boleh telat makan.",53,oreng-oreng palang
861.0,Bango' lapar ban sake'a etembang kennyang keng ekacaca polana ta'abalanja,Lebih baik lapar dan sakit dibanding kenyang tapi diceritakan karena tidak belanja.,53,oreng-oreng palang
862.0,"Biyasa, nyamana bai gi' nyar-anyaran","Biasa, namanya saja masih baru-baruan.",54,oreng-oreng palang
863.0,Napapole reng Madura gi' paggun ngampong ka reng seppo gallu sabellunna jekjek pangaselanna,Apalagi orang Madura masih tetap menumpang pada orang tua dulu sebelum mapan penghasilannya.,54,oreng-oreng palang
864.0,"Sella enten ko,ma'gi'epaksa","Sudah tunggu, kok masih dipaksa.",54,oreng-oreng palang
865.0,"Saporana, Mak, manabi kaula sala","Maafkan, Mas, kalau saya salah.",54,oreng-oreng palang
866.0,Gi tore adha'ar dhimin,Iya mari makan dulu.,54,oreng-oreng palang
867.0,Kassa' dika se neddha'a,Duluan kamu yang makan.,54,oreng-oreng palang
868.0,Gi kan tore asareng,Iya kan mari bersama.,54,oreng-oreng palang
869.0,"Enten, enten ko","Tunggu, tunggu.",54,oreng-oreng palang
870.0,"Ai ma' maksa,","Ai kok memaksa,",54,oreng-oreng palang
871.0,maso' ka pangkeng,masuk ke kamar.,54,oreng-oreng palang
872.0,Sabatara ojan se'-rese' arbes e pepena binena,Sementara hujan gerimis membasahi di pipi istrinya.,54,oreng-oreng palang
873.0,Alam petteng nyakaleyan monggu Salma saamponna agarang se sabban are ban lakena,Dunia gelap seketika bagi Salma setelah bertengkar yang setiap hari dengan suaminya.,54,oreng-oreng palang
874.0,Sompek padha badha,Sempit sama-sama terasa.,54,oreng-oreng palang
875.0,Romana katon sella,Rumahnya terlihat sepi.,54,oreng-oreng palang
876.0,Bakal andhi'a ana,Akan punya anak.,54,oreng-oreng palang
877.0,"Sanapa'na ka dhapor, Salma ngala'ladding","Setibanya di dapur, Salma mengambil pisau.",54,oreng-oreng palang
878.0,Pangara ngerra'a babang,Niatnya mengiris bawang.,54,oreng-oreng palang
879.0,Palappana juko' se bakal ependhang,Bumbunya ikan yang akan dipindang.,54,oreng-oreng palang
880.0,"Monggu Salma, ladding katon korang tajem","Bagi Salma, pisau terlihat kurang tajam.",54,oreng-oreng palang
881.0,Nyare sangra ta' nemmo,Mencari asahan tidak menemukan.,54,oreng-oreng palang
882.0,"Padha tajem, keng alame atena katon petteng","Sama-sama tajam, tapi alam hatinya terlihat gelap.",54,oreng-oreng palang
883.0,Se badha e pekkeran coma berra'na ngadhebbi odhi' se sakejja' aggi' bakal andhi'a ana,Yang ada di pikiran cuma beratnya menghadapi hidup yang sebentar lagi akan punya anak.,54,oreng-oreng palang
884.0,Sabatara lakena gi' ta' andhi' pangaselan se bisa nyanggai kabutowan odhi're-saare,Sementara suaminya masih tidak punya penghasilan yang bisa menopang kebutuhan hidup sehari-hari.,54,oreng-oreng palang
885.0,E dhapor seppe,Di dapur sepi.,55,oreng-oreng palang
886.0,Tadha' oreng sakale salaen Salma kadibi'an,Tidak ada orang sama sekali selain Salma sendirian.,55,oreng-oreng palang
887.0,"Eppa'na alako ka Malaysia, emma'na alako arao ka sabana oreng","Bapaknya bekerja ke Malaysia, ibunya bekerja menyiangi rumput di sawah orang.",55,oreng-oreng palang
888.0,"Mosem rao ta' maperna emma'na Salma e bengko, ngala' dherrep raowan","Musim menyiangi rumput tidak membiarkan ibunya Salma di rumah, mengambil upah menyiangi rumput.",55,oreng-oreng palang
889.0,Mangkadda adduwan ban pajjar,Berangkatnya berbarengan dengan fajar.,55,oreng-oreng palang
890.0,Molena abareng ban ngerremma are,Pulangnya bersamaan dengan terbenamnya hari.,55,oreng-oreng palang
891.0,Mole Duhur gun abajang,Pulang Zuhur hanya untuk salat.,55,oreng-oreng palang
892.0,Tor kadhang pas ngeba ruku ka saba bila la alakowa ka saba abak jau,Dan kadang lalu membawa mukena ke sawah bila bekerjanya di sawah yang agak jauh.,55,oreng-oreng palang
893.0,"Atun, embugga Salma, noro'lakena ka kottha sajjegga mattowana tadha'omor","Atun, bibinya Salma, ikut suaminya ke kota sejak mertuanya meninggal dunia.",55,oreng-oreng palang
894.0,"Sahi, tedhung nganceng labang e pangkengnga saellana agariyeng ban binena","Sahi, tidur mengunci pintu di kamarnya setelah bertengkar dengan istrinya.",55,oreng-oreng palang
895.0,Aeng mata sajan lebbur e pepena Salma,Air mata semakin lebur di pipi Salma.,55,oreng-oreng palang
896.0,Nyapcap ka ladding se buru mare egangse,Menetes ke pisau yang baru selesai diasah.,55,oreng-oreng palang
897.0,"Tanang kacer neggu' babang, tanang kangan neggu'ladding","Tangan kiri memegang bawang, tangan kanan memegang pisau.",55,oreng-oreng palang
898.0,Sale'bung pekkeranna reng ngandhung se settong,Menyelimuti pikiran si perempuan hamil seorang.,55,oreng-oreng palang
899.0,Sajan daddi se nanges,Semakin menjadi-jadi tangisnya.,55,oreng-oreng palang
