Madura,Indonesia
Ghustè Allah aparèng pètodhu lèbât pèkkèran èngghi panèka èlmo pangataowan jhâ’ saèstona ghrâ’ân panèka bânnè polana bâḍâ ma’ bhuta nyoltoghâ bulân. ,Gusti Allah memberi petunjuk lewat pikiran yaitu ilmu pengetahuan bahwa sesungguhnya gerhana ini bukan karena ada raksasa menyantap bulan.
Berri' laju.,Berikan saja.
Nangès bhâsa èngghi bhuntenna,menangis Bahasa engghi bhuntenna
Pojur enten.,Untung ada.
Mat Burnè ambu.,Mat Burne berhenti.
"Sejjek jiyâ, engko'pas ta' èntaran ka Masjid polè.","Sejak itu, aku lalu tidak pergi ke Masjid lagi."
"Taker aban se nyoledda neko,","sampai siang yang menyulutnya ini,"
segghut abâobâ,sering berubah-ubah
anḍi' pèssè,mempunyai uang
Lalake' maso' ka kamarra dhalem kobungnga.,Laki-laki itu masuk ke kamarnya dalam gubuknya.
Angguy juba' lebbi bagus etembang ngangguy se bagus tape ollena ngenjam,Memakai yang jelek lebih bagus dibanding memakai yang bagus tapi hasilnya meminjam.
"Mano' ngabber, nyare kennengngan panengga'an laen.","Burung terbang, mencari tempat bertengger lain."
Mano'na tadha'.,Burungnya tidak ada.
Badanna se lempo aoba koros ngarempeng kare kole' ban tolang ngarantang,"Badannya yang berisi berubah menjadi kurus kering kerempeng, tinggal kulit dan tulang terlihat."
abâu ngos-angos,berbau sesuatu yang terbakar
Landâur jiyâ malanjhâng polana matèna ècekkel.,Landâur itu memanjang karena matinya dicekik.
kabit ḍhimèn,dari sejak dahulu
E gadhiya badha istana presiden.,Di sana ada istana presiden.
san bâḍâ parlona bhuru pas ngènjhâm,jika ada perlu baru meminjam
car-kacaran sapèḍa,mengayuh-ngayuh sepeda
Namenna bhibhiddhâ jhâtè.,mau tanam bibit jati.
lobâng èlong,lubang hidung
"Oca’ èkancaè bilâ èbirjhi’ mènorot keccabbhâ, iyâ arèya ?","Kata èkancaè bila dipecah menurut suku katanya, yaitu?"
nyara kaulâ palèmanna,permisi saya hendak pularig
Kakapper ngedhing sowara dhalem lembana.,Kupu-kupu mendengar suara dari lembahnya.
ènoman alkohol,minuman beralkohol
Jhârbâ’aghi ponapa sè èmaksod sareng lakon kepanḍhitan ḍâlem unsur intrinsik topèng dhâlâng!,Jelaskan apa yang dimaksud dengan lakon kepanditan dalam unsur intrinsik topeng dalang!
jhujjhu kemmè,kebelet kencing
Nampèlèng bhâdhânna Tuni.,Menampar badannya Tuni.
Artè oca’ kèyas sè èghâris bâbâ èngghi panèka ,Arti kata kiasan yang digaris bawah yaitu
Alas ghâpanèka kèngèng èbhâḍhi ghântèna Karaton Ngastinapura mongghu ḍâ’ Panḍhâbâ.,Hutan itu boleh dibuat gantinya Keraton Ngastinapura bagi Pandawa.
Bila bannya' otangnga laju ta' perna e bengko.,Kalau banyak hutangnya lalu tidak pernah di rumah.
Oreng ganeko nyonson kobungnga.,Orang itu menyucikan gubuknya.
Se sabban arena gunna aroko' se arga saropeya.,Yang setiap hari hanya merokok yang harganya satu rupiah.
Mateya ta' enneng dhidha'.,Meninggalnya tidak enak.
ngormat orèng laèn,menghormat orang lain
"Radio Karimata, Mekkasân-maskè arè cè’ nyengnga’na, lalampa’an addhuwân sapè sè bhâkal arebbhu’ Piala Presiden 2017 tor hadiah ḍâlem bujud motor, kaangghuy ngèmodhi arè kalahiranna Provinsi Jhâbâ Tèmor sè kapèng 72 ampon kalampan kalabân lancar, Ahad 29/10/2017.","Radio Karimata, Pamekasan-meski hari sangat teriknya, kegiatan aduan sapi yang akan merebut Piala Presiden 2017 dan hadiah dalam wujud motor, untuk memperingati hari kelahirannya Provinsi Jawa Timur yang ke 72 sudah berjalan dengan lancar, Minggu 29/10/2017."
Sè sapanèka amarghâ neng maghȃrsarè ghi’ bâḍâ rè-karèna partèngkan bâkto sabelunna rèng Madhurâ nganot ghâma Islam. ,Yang begitu karena di masyarakat masih ada sisa-sisanya pertingkahan waktu sebelumnya orang Madura menganut agama Islam.
Kèyaè Slawi molaè ghellâ' tadâ' oca'en sakalè.,Kiai Slawi mulai dari tadi tidak ada perkataan sama sekali.
dhâghing powa,daging yang lunak
Kèyaè rèya acarama cè'lanjhângnga.,Kiai ini berceramah sangat panjangnya.
mator sakalangkong,terima kasih
Ta' ollè apa.,Tidak dapat apa-apa.
Tapè Buari tadâ' ro-terrona sakalè.,Tapi Bu Ari tidak ada keinginan sama sekali.
Ngalèya apa?,Mau gali apa?
"Gi, diggal pon mon jat tadha","Iya, biarkan saja sudah kalau memang tidak ada."
Babine' ganeko mokka' kodhungnga damar.,Perempuan itu membuka tutupnya lampu.
Nyarembeng aeng matana.,bergenang air matanya.
Bisana Embana ghun dhing-nodhing ta'temmo artèna.,Bisanya Neneknya hanya menunjuk-nunjuk tidak ditemukan artinya.
alabung kerrès,membuka keris dari selubungnya
Napana tellotengka?,Apanya tiga langkah?
mellè ghulâ saprapat kilo,membeli gula seperempat kilo
nyembhâ bhrâ'âlâ,menyembah berhala
"Ta’ saponapa abiddhâ lajânganna moso ampon aghârâttong, aghâlimbâng ètongngo’ angèn nèmor, nanḍhâ’aghi jhâ’ lajânganna Reza mennang.","Tidak berapa lamanya layangan musuh sudah putus, melayang ditiup angin timur, menandakan bahwa layangannya Reza menang."
sapèna epalebbhu ḍâ' kanḍângnga,sapinya dimasukkan ke dalam kandangnya
bengko ponḍhughân,rumah pondokan
Kancana amersè'enna mowana dâri jhrâbâ' bâtona.,Temannya membersihkan mukanya dari jerawat batunya.
Bannya' oreng se parlo kaanggwy ngangko' juko'na.,Banyak orang yang butuh untuk mengangkut ikannya.
Sowarana Sudiya ga'-tapelga,Suaranya Sudiya terbata-bata.
Orèng jiyâ satarètanan bi' Cebbi kèn apèsa molaè dâri ghi'kènè'.,Orang itu bersaudara dengan Cebbi tapi berpisah mulai dari masih kecil.
"Tembhâng èserrat kalabân tata cara pakem, maksoddhâ ","Tembang ditulis dengan tata cara paten, maksudnya"
Buwâng!,Buang!
Saleng kosot lampat.,Saling sikut lewat.
Tapèengko' ta' merri' ghâmbhârân jhâ' binèna rèng mancèng bi'rèng majâng rèya sènga'jiyâ ongghu.,Tapi saya tidak memberikan gambaran kalau istrinya pemancing dan nelayan jaring itu sepertinya benar.
Entar ke pangkengnga,Pergi ke kamarnya.
"Reza manyower lajânganna, lajhu ètompangngaghi ka lajânganna mosona.","Reza mengarahkan layangannya, lalu ditumpangkan ke layangan musuhnya."
pranaghân cèna,peranakan cina
Mèjhil bâḍâ 6 paddhâ,Mèjhil ada 6 paddhâ
Oca’ seppè tamaso’ oca’ sè aghuna’aghi horop konsonan ?,Kata seppè termasuk kata yang menggunakan huruf konsonan?
"Tadha' cethagga,tadha' tanangnga,tadha' sokona, tadha' badanna. ","Tidak ada kepalanya, tidak ada tangannya, tidak ada kakinya, tidak ada badannya."
Èyatorè jâwâb pètanya-pètanya è bâbâ ka’ḍinto kalabân pèlèyan sè palèng lerres!,Dipersilakan jawab pertanyaan-pertanyaan di bawah ini dengan pilihan yang paling benar!
Bâḍâ kèya sè ḍâri dhisa,Ada juga yang dari desa
orè èbu' gâteng ḍâri pasar ngèbâ lè-ollè,bore ibu datang dari pasar membawa oleh-oleh
Bâḍâna monyè sè paḍâ panèka sè dhâddhi èndhâna puisi.,Adanya bunyi yang sama ini yang menjadi keindahan puisi.
Aèng bhersèdhâddhi aèng cellot.,Air bersih menjadi air celot.
Bhȃris ḍȃlem tembhȃng èsebbhut bhiri.,Baris dalam tembang disebut bhiri.
"molae gi' lamba', abalangaja kadhuwa'an, tape samangken sampeyan ngala' nyamanna dibi', polana kalakowan pon nyaman, ta' enga' lamba' se para' mateya ngek-serngegan","Mulai dari dulu, memberanikan diri berdua, tapi sekarang kamu mengambil enaknya sendiri, karena pekerjaan sudah enak, tidak ingat dulu yang hampir mati kepanasan."
Sorbhâjâ tamaso’ ḍȃ’ kottha ḍimma?,Surabaya termasuk ke kota mana?
Koca'en sè ngamalâjhâ' ca-kancana ngajhâk reonian.,Katanya yang menjemput teman-temannya mengajak reunian.
mèlana jhâ' bengtambeng,makanya jangan nakal-nakal
Rèng kaduwwâ noro'nyabâ' pèssè satos èbu kèya.,Kedua orang itu ikut menaruh uang seratus ribu juga.
"Manossa kadhâng ta' ènga' sapa sè amerri' jhuko',pèssèsè dâteng ta' èyarep, bân sè laèn sè anyama rèjekkèManossa arassa korang terrosan.","Manusia kadang tidak ingat siapa yang memberi ikan, uang yang datang tak diharapkan, dan yang lain yang bernama rezeki. Manusia merasa kurang terus-terusan."
Momos kowa mare,Hilang begitu saja.
cè' kentarana,sangat kentara
"Sanarè tembhȃng tamaso’ sastra tapè atoranna ta’ paḍâ bi’ sastra sè biyasa akantha syair, senḍèlan bân salaènna.","Meskipun tembang termasuk sastra tapi aturannya tidak sama dengan sastra yang biasa seperti syair, pantun dan selainnya."
Kan perrèng la bânnya' korang.,Pohon bambu sudah banyak berkurang.
tapsèr kora'an,tafsir al-quran
"Pamanna pas atanya, babine' se kemma se ekakarebbi.","Pamannya lalu bertanya, Perempuan yang mana yang kamu inginkan."
ḍhukon dhuwâ,tukang sihir
Ma’ ollè bâ’na ceppet kalowar ,mungkin kamu jadi cepat keluar
Babine' ganeko bu-ambu e palemperra.,Perempuan itu ragu-ragu di teras.
La jhellingaghi mon ta' partajhâ.,Lihat saja kalau tidak percaya.
masè bânnya' bân-ghibânna,sepertinya banyak barang bawaannya
"Malem ganeko ta' loppa kaangguy nyonson berras se esaba' ka polo' se toju' ka langka', se badha damar kambangnga.","Malam itu tidak lupa untuk menyucikan beras yang ditaruh ke karung yang duduk ke lumbung, yang ada lampu gantung."
Apa papaḍȃnna oca’ adhu’um?,Apa persamaan kalimat memberi?
ca’ oca’ parèbhȃsan ta’ ollè è bȃ oba,kata-kata peribahasa tidak boleh diubah-ubah
Carètana topèng dhâlâng èkanḍhâ’aghi sareng ,Ceritanya topeng dalang diceritakan oleh
Ghi’ cè’ lagghuna,Masih sangat pagi
parabân sontè,perawan suci
Jhȃjhȃl aghȃbȃy oca’ bhȃngsalan bȃnnya’na 5 mègghi’!,Coba membuat kata bangsalan banyaknya 5 biji!
pangèran sè kobâsa,tuhan yang kuasa
Kasennèyan topèng dhâlâng ghâpanèka sajân jhurbhu neng Karaton Jhambhuringèn nalèka karaton ghâpanèka èseppowè sareng rato sè ajhâjhuluk Pangèran Suhra.,Kesenian topeng dalang itu semakin subur di Keraton Jamburingin ketika keraton itu dipimpin oleh raja yang berjuluk Pangeran Suhra.
Dèstoroto awisuḍâ Kurapati mènangka jhumenneng rato Ngastinapura aghântè Panḍhâbâ.,"Maka dari itu, Prabu Destoroto mengumpulkan para punggawanya dalam pertemuan agung."
Olle jalan dhari sapa?,Dapat jalan dari siapa?
"Manabi sampèyan abhâḍhi okara, panèka saongghuna nyoson ca’-oca’.","Jika Anda membuat kalimat, itu sesungguhnya adalah menyusun kata-kata"
Orèngnga posang nyarèotangan.,Orangnya bingung mencari utangan.
Lanceng se abauwan paggun nyandhadhut padhana se atapa e bungkella nangka,Anak gadis yang bau itu tetap meringkuk seperti sedang bertapa di pangkalnya pohon nangka.
bâri' bâḍâ orèng matè talèllep è eḍḍam,kemarin ada orang mati tenggelam di dam
"Oḍi’na bhâkal ta’ atoran, sadhâjâ sè è ḍhâ’âr, sè è aghem jhâu ḍâri atoran kasèhadhân tanto kacalè marghâ ta’ ressèk","Hidupnya akan tidak teratur, semua yang dimakan, yang dipakai jauh dari aturan kesehatan, tentu akan tercela karena tidak bersih."
bhârâng rampasân,barang rampasan
ta' mon dhimin sampeyan mekol buja.,Tidak seperti dulu kamu memikul garam.
Gaggar copplak padhana badha se nyoro,Rontok terlepas seakan-akan ada yang menyuruh.
Carè colo'en!,"""Cari mulutnya!"""
polana cè' pegghellâ ta' sengaja ngantem kancana,karena sangat marah tidak sengaja menghantam temannya
Nape-nape larang.,Apapun mahal.
Puisi moḍern sè bhul-ombhullâ Bhâ’ Ghi’ Pagghuna Bâḍâè bâbâ panèka èssèna bhâb ,Puisi modern yang berjudul apakah masih ada di atas mengandung makna
Sè èmaksod laghu èn-maènan èngghi panèka mènangka laghu sè èlaghuwâghi nalèka,Yang dimaksud lagu permainan adalah lagu yang dinyanyikan ketika
Nyamana karatonna Dewi Arimbi èngghi panèka ,Namanya keratonnya Dewi Arimbi yaitu
ès lilinna ècopcop,es lilinnya diemut
"Sè neng dhârâ'rèng-orèng pagghun ayunggâriyungan neng bâbâna ka'-bhungkaan, sè koca'en bâdâ orèng anganghuy kalambhi potèsè èsangka Ninja bi' rèngorèng.","Yang di darat orang-orang tetap berteriak-teriak di bawah bukit, katanya ada orang memakai baju putih yang disangka Ninja oleh orang-orang."
Mad Ja'i akarettek.,Mad Ja'i berpikir.
abrâghât ongghu,menelan biaya yang sangat besar
mellè sontoran,membeli tanpa memandang besar kecilnya dengan harga yang senilai
Dhalem settong lonca'an.,Dalam satu lompatan.
Roko'na etolong.,Rokoknya disimpan.
ajhuluaghi tanangnga,menjulurkan tangannya
Ngajhâk ca-kancana soro matè'è orèng jiyâ.,Mengajak teman-temannya suruh membunuh orang itu.
"Mengka, artèna ?","Nanti, artinya?"
"Se badha patoron, pon laju bitong","Yang ada diturunkan, sudah langsung hitung."
Dâpa' ka somor engko'angala'udu'.,Tiba di sumur aku mengambil wudu.
Atèna Buari dhu'-leddhu'.,Hatinya Bu Ari berdebar-debar.
Bunga gi pon bunga,Bahagia ya sudah bahagia.
aghâma seranè,agama nasrani
Ta' osa apamèdhân.,Tidak usah berpamitan.
mosèm anyè,musim menuai padi
Oladhi tor èmodhi rècèrèna teks narasi ,Perhatikan dan ingatlah ciri-cirinya teks narasi
Apa papaḍȃnna metto?,Apa persamaan dari muncul?
Polana tase'salaen bannya' kapethengnga se gunna kalakowanna ngampe'dha' na'-kana' kene' ,Karena laut selain banyak kegelapannya yang hanya perbuatannya mencapit ke anak-anak kecil.
Salakè'en langsong arekkep sabinè'en polè.,Suaminya langsung memeluk istrinya lagi.
Juko 'se ejaja'agi ta' nanto paju kabbi,Ikan yang dijajakan tidak tentu laku semua.
orèng binè' rowa lètèr,mon acaca r6s6
Se mornang ban ngolesneng.,Yang bersinar dan berseri-seri.
plotan kèddhâng,jenis beras ketan yang kulitnya berbulu
aola apa,bermasak apa
Rowessa pepe oreng sakampong padha bacca abadheggan gilina aeng mata se asomber dhari,Ruasnys pipi orang sekampung sama-sama basah oleh aliran air mata yang bersumber dari.
Na’-kana’ sè èkalâ’ghellâ’ panèka pas toḍus ka kancana.,Anak yang ditertawakan itu pun menjadi malu pada teman-temannya.
Dhinèng alenia èngghi ka’ḍinto kompolanna okara èḍâlem teks narasi sè jhughân aghânḍhu’ maksod tor èpokettaghi ḍâlem sèttong ghâlimpo’ bhâris.,Sedangkan alinea yaitu kumpulan kalimat di dalam teks narasi yang juga mengandung maksud dan dipusatkan dalam satu kelompok baris.
Ngereng teggu' garanggangnga.,Mari pegang kayu bambunya.
pettong jhâm,tujuh jam
Bȃḍȃ orèng ajhuwȃl jhȃmo,Ada orang menjual jamu
Arèna asonar tèra’,Harinya bersinar terang.
"Pola kèn èwâ-dhuwwâi yâ tang ana', ma' sampè' ta' molè duw bulân","Mungkin diapa-apakan ya anakku, kok sampai tidak pulang dua bulan."
angèn topan,angin topan
Aba'na maske alako mekol pendha ta' pate aserro polana sakone' ollena alako.,Dia meskipun bekerja memikul terasa tidak terlalu berat karena sedikit hasil dari bekerja.
Tuni ènga' kabbhi ka carètana Embana.,Tuni ingat semua pada cerita Neneknya.
nèngghu kerrabhân sapè,menonton kerapan sapi
Mon pera' tolang ya pendhanan. ,Kalau hanya tulang ya cuma-cuma.
Seddheng abitta dântos bâkto.,Cukup lamanya menunggu waktu.
"Bhing ana’, bengkona tamennè kembhâng","Duhai anak, rumahnya tanami bunga"
Rèng-orèng pagghun adântos bâdâna Ninja sè bâdâneng attas ka'-bhungkaan.,Orang-orang tetap menunggu adanya Ninja yang ada di atas bukit.
E seddi'na badha settong talam aesse candhana ban kapas,Di sampingnya ada satu nampan berisi cendana dan kapas.
Sampeyan ta' lapar gi?,Kamu tidak lapar ya?
jhuru tolès,juru tulis
"Ajhellingaghi lampetdhâsarghâjhina ghella'dâyyâ,pas Buari andi' nèyat anerrosaghinna mogher.","Melihat bekas gergajinya tadi, lalu Buari punya niat meneruskannya memotong."
Sèngko’ tolongè nyèksèk kellana tenggâng rèya!,saya membantu memotong singkong rebus ini
polana sakè' sara pas èterter hi' obhât,dikarenakan sakit parah
ghângan tarna',sayur bayam
Mastena dika neko kodu bunga,Seharusnya kamu ini harus bahagia.
"Dhapa' ka penggir jalan,kata' ganeko aserro.","Sampai di pinggir jalan, kodok itu berteriak."
olle settong.,Dapat satu.
"Angghuta ghâlimpo’ sè palèng saè pamacana tor palèng tèngghi ollèna, èyatorè acarèta polè teks narasi Ngaddhu Lajangan è aḍâ’na kellas!","Anggota kelompok yang paling baik bacaannya dan paling tinggi nilainya, silakan bercerita lagi teks narasi Mengadu Layangan di depan kelas!"
Adân Mahrib la ngatowan.,Azan Magrib sudah terdengar.
Artèna oca’ senneng èngghi panèka,Arti kata senang adalah
Dâpa' satengnga per-jhâlânan Tama'in ngoca' polè ka sabinè'en.,Tiba setengah perjalanan Tama'in berkata lagi pada istrinya.
Tape aba'na gi' gunna kong-markong kadibi'an.,Tapi dirinya masih hanya duduk diam saja.
Tuni pagghun ngetter sè ajâwâbâ.,Tuni tetap gemetar untuk menjawab.
Apa bhul-ombhul puisi è attas?,Apa judul  puisi di atas?
"Kodu nyaba' sanajjan settong bai',sanajjan sabigi. ","Harus menaruh meskipun satu saja, meskipun sebiji."
ḍâ' ka pèngghir,ke sebelah pinggir
Cong Nangka ban,Cong Nangka dan.
Mon can engko' bânnèmasala ngakan nès-manès.,Kalau kataku bukan masalah makan yang manis-manis.
Tang ana'ghâlâ ambu asakola ra-gara kakè.,Anakku tadi berhenti bersekolah gara-gara kamu.
eppa' '-ghâ'ân pao sè ella masak attas,bapak sedang menjolok buah mangga yang masak dipohon
Ѐn-maènan sè pajhât bâḍâ laghuna aghuna’aghi laghu ,Permainan yang tepat memiliki lagunya menggunakan lagu
Bulân ghetton ngabâs bhumè sè cè’ ngèḍḍhâna sampè’ ta’ aghuliyân,Bulan heran melihat bumi yang sangat pulas tidurnya sampai tidak bergerak.
Sebbhuttaghi 10 macem kèbȃn sè soko empa’!,Sebutkan 10 macam hewan yang berkaki empat!
Jhâ' kâbâtèr .,Jangan khawatir.
ta' osa mâlâè,tidak usah memberi tahu
Manyang otaba manggar se tadha' buwana epatoron keya,Mayang atau manggar yang tidak ada buahnya diturunkan juga.
Sèngko’ namen kembhȃng.,Saya menanam bunga.
Èssèna laghu èn-maènan kapprana aèssè bâburughân becce’,Isinya lagu permainan biasanya berisi ajaran baik
manjhâ pottra,anak laki-laki berumur 9-13 tahun
Puisi kodhu bȃḍȃ nyamana otabȃ bhul-ombhullȃ.,Puisi harus punya nama atau judul.
Narasi panèka jhughân kèngèng nyarèta’aghi tamennan.,Narasi ini juga dapat menceritakan tumbuhan.
Ta'taona Suroso nyoro orèng soro ngobbhâr kampong Bangkong.,Tidak tahunya Suroso menyuruh orang suruh membakar kampung Bangkong.
"Abala, laju.","Katanya, langsung."
"Ѐ ḍâlem ca’-oca’ ghâpanèka, oca’ è sareng oca’ ka bânnè ter-ater namong preposisi .","Dalam kata-kata tersebut, kata è dan ka bukan awalan melainkan preposisi"
ghânganna lèḍu',sayur yang terlalu masak
"Sè abhâbhâd Alas Ngamarta, èngghi panèka ","Yang membabat Alas Ngamarta, yaitu"
Sampeyan bila ngetegga pole e gadhiya.,Kamu kapan bersembunyi lagi di gubuk ini.
ajâmma ok-kèoghân,ayamnya berkeok-keok
Saba se ngala' paron ganeko etorap gallu.,Sawah yang mendapat paroan itu diairi dulu.
