Madura,Indonesia
orèng sè anyembhâ ka kan jhâtè ri'-bari'en rowa atobhât kabbhi,orang yang menyembah pada pohon jati kemarin-kemarin itu bertobat semua
lèko’ ngamèn sèkabbhi,menyala sampai larut
ngèrèng bhu ponapa sè èlakonana kaulâ ,ayo bu apa yang harus dilakukan olehku
tang eppa' ghun aghellâ'ân,bapakku hanya tertawa
bâḍâ pan-saponapan syarat sè kodhu bâḍâ è ḍâlemma sopajâ kèngèng èsambhât berta,ada beberapa syarat yang harus ada di dalamnya supaya boleh disebut berita
sampeyan buru mare ngaddu ajam,kamu tadi habis mengadu ayam
ta-maranta dibi' se bakal abajangagiya,menyiapkan diri yang akan menyalatkan
aghâbâyâ lajângan apa rèya yan,mau buat layangan apa ini yan
daddhi kowat kaulâ,menjadi kekuatan saya
sèttong kabhâr takaè’ kabâḍâ’ân otabâ kadhâddhiyân sè ghi’ anyar èsambhât ,satu kabar terkait keadaan atau kejadian yang masih baru disebut
ponapa maksoddhȃ,apa maksudnya
maju pa' ka dâlem,ayo pak ke dalam
nangès ka pasar,menangis ke pasar
moljâna bhângsa indonesia amarghâ soghi ka ,mulianya bangsa indonesia karena kaya akan
daddina na'-kana'ganeko gunna nolonge oreng towana e dhapor,jadinya anak itu hanya menolong orang tuanya di dapur
nongka sapèḍa,menopang sepeda
ceng-caceng se ekabaniya pon banas,cacing-cacing yang dibawanya sudah luntur
ping pilu’ maju kanca maju rokon,ping pilu' ayo kawan ayo rukun
nopè solèng,meniup suling
pola mi' bânnya',mungkin banyak
ta' patè arassa,tidak terlalu berasa
sè ètamen èsèram,yang ditanam disiram
è ḍȃlem tembhȃng anḍi’ bȃrȃmpa,di dalam tembang punya berapa
pas nape ma' padhana se tadha' roba laen,lalu kenapa kenapa sepertinya tidak ada rupa lain
sakè' kopèng,sakit telinga
paḍḍhȃng assrè engghunna,sinar matahari menyinarinya
marè ka'berka'an tang bhâdhân arassa nyo-ngaronyo kabbhi,setelah berlari-lari tubuhku terasa pegal semua
bintang tèp-ngarettèp langngè'na bhersè mapema alam,bintang berkilau-kilauan langit cerah memperindah alam
teks eksposisi asèpat maso’ akkal bânnè fiksi ,teks eksposisi bersifat masuk akal bukan fiksi
neng karang tèmor sè èkennengngè semar jiyâbâdâ reng anangès malolo,di karang timur yang ditempati semar itu ada orang menangis melulu
sadajana 'tipi adan,semua tv adzan
ngantos lema ratos,menunggu lima ratus
dhu sambi ekemma ollena juko',duh di bawa ke mana hasil ikannya
dhalem pekkerra atun bisa nyokobi odhina,dalam pikirannya atun bisa mencukupi hidupnya
sèngko’ lagghuna ka sorbhâjâ’â nyambiyâ iyan èntara mellè pakakassa motor,aku nanti ke surabaya-nya sambil mengantar iyan pergi membeli perkakas motor
tello polo bâllu',tiga puluh delapan
akasap se nyaman se ta' pas-tagerpas ta' sal-tasengsal,hidup yang nyaman yang tidak susah tidak tersendat
ma' tama' ko' buluna kolè' manjheng kabbhi ghârimèsan ko'ya',paman tama' kok bulu kulit berdiri semua merinding ya
ghi'laèn jhâr mudhi bi' jârâghânna apa polè orèng sè andi' kapal,masih lain juru mudi dengan juragannya apalagi orang yang punya kapal
kadiponapa lerressa ban kadinapa anggebbanepon din aju saripa pottrena ajunan se badhi epacang sareng badan kaula,bagaimana benarnya dan bagaimana anggapan punya aju saripa putrinya anda yang akan dijodohkan dengan diri saya
èbileh kèya,kapan juga
ja' bannya' ca-kancala-bala badha e dhiya kakabbi,kan banyak teman kerabat ada di sini semua
jusop andi' akal neng pèkkèrranna,jusop punya akal di pikirannya
lèdur ongghu,sungguh menarik
tombhughân bâto,timbunan batu
se towa'an ca'na melleya sapatu,yang lebih tua katanya mau beli sepatu
aba'na tha-kantha ta' neng-ngale ka oreng se nyassa e songay,dia seakan-akan tidak melihat terhadap orang yang nyuci di sungai
pessena pas,uangnya pas
dhin aju,raden ayu
ojhân toron molaè,hujan turun mulai
satèya arè rebbhu lagghu' arè kemmès,sekarang hari rabu besok hari kamis
manabi okarana korang saè tantona orèng sè mèrengngaghi ta’ ngaghâli ka maksoddhâ,jika kalimatnya kurang baik tentunya orang yang mendengarkan tidak mengerti maksudnya
ponapa sè èrassa’aghi orèng laèn,apa yang dirasakan orang lain
kabater sè dhuli,khawatir yang segera
melle ka man arip tello gibik,beli pada paman arip tiga gerobak
mènta oghem,minta untuk diramal
ghâltè' bâtang,burung gelatik yang senang bersarang di sela-sela atap genteng rumah
ngènom aèng è kenḍhi cè' cellebbhâ bân seggher,minum air yang ada di kendi sangat dingin dan segar
ѐyatorè maos patètè puisi modern è bâbâ panèka ,silakan baca kembali puisi modern di bawah ini
gunna dhungtedhungan tang-gentangan,hanya tidur-tiduran
gi pojur manabi apangrasa,iya beruntung kalau merasa
compo’na reza aḍḍhep ḍâ’ ,rumahnya reza menghadap ke
nangghâ' tariân,menanggap tarian
bula perak mon erebbai cara neko,saya beruntung kalau dibersihkan seperti ini
asakola ta’ tobâng sakale dhing ulangan ollè sapolo,sekolah tidak pernah sekalipun jika ulangan dapat sepuluh
sampè' kaloppaè jhâ'kancana suroso rèya amersè'enna jhrâbâ' bâtona,sampai kelupaan bahwa temannya suroso ini membersihkan jerawat batunya
bâri' malem romana tokang beca' katonon,kemarin malam rumah tukang becak terbakar
rèya kèya,ini juga
ghun kaca budina sèèbukka',cuma kaca belakang yang dibuka
mayu pas kèbá buru ka tengnga tazsè'gbállu,ayo bawa kabur ke tengah laut saja 
sè bâdâ polo',yang ada kepala
abhillâ naghârâ,membela negara
kan jhâtè sè nolongèamersè'è moso sè bâdâ neng dhisa dinna',pohon jati yang menolong membersihkan musuh yang ada di desa sini
makè ta' èkoca' pagghun nolongè,meskipun tidak dikatakan tetap menolong
notop paghâr,menutup pagar
bhâji'na talellep èembhânan embu'na,bayinya terlelap dalam gendongan ibunya
ѐyatorè tokèlan bâca’an è attas salèn ka bhâsa engghi enten ,mari salin ke bahasa enggi enten kutipan bacaan di atas
dâpa'neng tengnga jhâlân sapèdana matè,tiba di tengah jalan sepedanya mati
èpaksa bi' maya,dipaksa oleh maya
mai rèya ana'en kèyaè rajâneng dhisa dinna',mai ini anaknya kiai besar di desa sini
apa polè pangabhâranna ghi' cekka',apalagi rayuannya masih menempel
kan pasaran gi' lagguna,kan pasaran masih besok
sapa sè nyaddhrika kalambhi,siapa yang menyetrika baju
jusop ngoca' sambi matabâr embana dhibi'en,jusop berkata sambil menawarkan neneknya sendiri
ca'-ranca'en kan perrèng ghâgghâr sè bâdâ neng attas ka tana,cabang-cabangnya seperti bambu jatuh yang ada di atas ke tanah
sapanèka lakona ca kancana reza bhân-sabbhân malem ahad otabâ manabi notobhân,begitu kelakuan teman-temannya reza setiap malam minggu atau apabila liburan
anḍi' usul,punya usul
patennang aengpagguna dhapa',tenang airnya tetap sampai
è ḍinna',disini
rèya sè daddhi kowat,ini yang menjadi kekuatan
aḍu lè' sajân raddhin atè bulâ terros kapèncot,oh kasih dirimu semakin cantik hatiku terpesona
ajhâlân tello tèngkat,berjalan tiga langkah
pas baramma saterrossa nape gi' epapagguna nyandhadhut e bungkella nangka,lalu bagaimana seterusnya apa masih dibiarkan saja meringkuk di pangkalnya pohon nangka
siyah senga' nengguwa,siap awas melihat
maspas men-tamenan sè tombhu è ghȃr-paghȃr,memangkas tanaman yang tumbuh di pagar
polana orèng ghellâ'èberri' solar bhânarèna,karena orang itu diberi solar beneran
jhâ' kaèrè,jangan dibuat iri
ojan pon kare tek-rettek,hujan sudah tinggal gerimis
bâu ro'om aslambherrân,bau wangi bersabar kemana-mana
elong gunna ngot serngodan,hidungnya hanya mendengus
neng bhiri tello’ bȃḍȃ saponapa ghuru,di baris tiga ada berapa guru
acelaèt pengakanna,berkunyah cara makannya
mon kemmèosa èyangghuyi popo',kalau kencingnya dipakaikan popok
dâpa' ka kennengan jârâghânna mapak jhuko' ngaracak bâng-ngarambâng,tiba di tempatnya juragannya memergoki ikan berserakan bertebaran
tandhâna ngertè apa kèn ta' ngertè apa dâ'râmma,tandanya mengerti apa tapi tidak mengerti apa bagaimana
kalaban ta' asa'-kasa',dengan tidak ragu-ragu
ajhâlân laonan,berjalan perlahan
aromasa toḍus,merasa malu
mèrèng ta’ èpon,bermain tanpa beban
abit dâyyâ sè nyatè pas temmo bâdâ sowarana aèng neng jeddèng,lama itu mencari lalu tiba-tiba ada suara air di kamar mandi
tèra’na tar-kataran nyonarè alam dhunnya,terangnya gemerlapan menyinari alam dunia
belta'na bhâko,bibit tembakau
ta’ toman lès-kèlès,tidak pernah terlambat
ka'dinto sèsa lèbur,itu sisa suka
pas mogher ka ka'-bhungka'enna sèttongnga,lalu memotong ke bunga-bunganya yang satunya
sambi neggu' tanangnga isa hikam ngaremmes aeng matana ta' ekarassa,sambil memegang tangannya isa hikam meneteskan air matanya tidak terasa
ayu' amaèn tembhung,ayo bermain sepak bola
shalawȃt sè ètojjhuwȃghi ḍȃ’ nabi muhammad saw,shalawat yang ditujukan kepada nabi muhammad saw
tappla’na sè èkanji dhâlâ gherrâ,taplaknya yang dikanji sampai kering
are sanonto nenggara mano' kaangguy epa-lappaepas ejulida kalaban buja cabbina,hari itu menenggar burung untuk diterbangkan lalu dibubuhi dengan garam cabainya
bâkto mosèm nambhârâ’ ojhânna parsasat toron ,waktu musim hujan hujannya seakan-akan turun
aba'na perak kalaban rammena elang sakejja' kajunelan se nyongkel kajembaranna aba'na,dia hanya dengan ramainya hilang sejenak kebodohan yang mencungkil kelegaan dirinya
adur-gluḍur y,berbunyi gegap gempita
abâ' èpon lakar bângal,badannya memang berani
kembang se ngembang kalaban sajjana dibi',bunga yang berbunga dengan sendirinya
kacong-cebbing rik-birigan nyo'on qur'an nojju ka langgar,anak-anak laki-laki dan perempuan beriringan menjunjung al-qur'an menuju ke surau
èka'dhi' èkandhi' nangès,di sini ditunggu menangis
ma' dika ta' parcaja,kenapa kamu tidak percaya
kadhȃddhiyȃn kabulȃ sè atokar pas paḍȃ mate kabbhi pas ècathet sopajȃ èkaènga’è,kematian kedua abdi yang bertarung kemudian sama kemudian dicatat supaya teringat
ngèmamè neng mosolla sakola’an ènyamaè apa,mengimami di musala sekolahan dinamai apa
fonologi tamaso’ sala sèttong bâgiyân ḍâri paramasastra sè nalèktèghi monyèmonyè èpon bhâsa,fonologi termasuk salah satu bagian dari tata bahasa yang meneliti bunyi-bunyi bahasa
baiya sapa se ameler,lah iya siapa yang bercanda
ban mangkat ta' olle tellat sanajjan satengka'mon sampe' tellat bakal eketthok ollena jajjuwallanna,dan berangkat tidak boleh telat meskipun sejengkal kalau sampai telat akan dipotong hasil jualannya
morèd sè tambeng èsettrap manjheng èaḍâ'na papan tolès,murid yang nakal dihukum berdiri di depan papan tulis
tentara blândhâ jiyâ ta' ka-nyangka sakalè jhâ' orèng rèya mosona,tentara belanda itu tidak menyangka sekali bahwa orang ini musuhnya
landâur ta' kèra bâda,landâur tidak akan ada
polana mon santa' gallu' nyorong e dhalem ta' laju eabi' ekello,karena kalau terlalu cepat mendorong di dalam tidak lalu habis dimakan api
bâu ro'om asalambherrân,bau wangi bersebar kemana-mana
padhana na'-kana' se buru ajar atengka' sahwi sakanca'an te-ganteyan nonton cong nangka,seperti anak kecil yang baru belajar melangkah sahwi dan kawan-kawan bergantian menuntun cong nangka
dhâddhi ca’-oca’ neng parèbhâsan sèttong bhâsa salaèn madhurâ ta’ kennèng èpapaḍâ kalabân nyalèn bhâsana ka oca’ laèn otabâ sabhâligghâ conto abâ’ sampayan ta’ ollè èsalèn dhâddhi awak tempat jemuran otabâ sabhâligghâ conto mulutnya manis pas èyobâ dhâddhi manès colo’na,jadi kata-kata di peribahasa satu bahasa selain madura tidak bisa disamakan dengan menyalin bahasanya ke kata lain atau sebaliknya contoh badan sampiran tidak boleh disalin jadi awak tempat jemuran atau sebaliknya contoh mulutnya manis lalu diubah jadi manis mulutnya
ènga' lambânna,teringat masa lalu
arapa ma' tada' omba' celleng,kenapa kok tidak ada ombak hitam
cengngeng bulâ mèkkèrè dhika,aku termenung memikirkan dirimu
malem daddi dher-bendher esep,malam menjadi benar-benar hening
nono tenggâng,menunu ketela pohon
aba'na nyenyendhin,dia bersandar
è ḍâjâ,di utara
bhâsa ènjâ’ iyyâna okara manabi jeḍḍèng bhu è ḍâlem tokèlan kanḍhâ è attas èngghi panèka ,bahasa enja' iyya kalimat kalau kamar mandibu  di dalam kutipan obrolan di atas adalah
aghâlirâp sonarra dhilâ,berkilau sinarnya pelita
dragula jiyâ ta' ajâwâb,dragula itu tidak menjawab
orèng jiyâ langsong aburu cer-ngocer mapak arè' landu' bhirâng perrèng kèlès sèakonco' èkamaèn neng tas cètakghâ rèng-orèng,orang itu langsung lari terbirit-birit memergoki celurit cangkul parang bambu apus yang berujung dimainkan di atas kepala orang-orang
jhâbhing rèya,anak perempuan ini
korsè males,kursi malas
tapè bi' orèng èolok mad dra'i,tapi oleh orang dipanggil mad dra'i
on-laon tako' gaggar sampe' napa' ka dhasar,pelan-pelan takut jatuh sampai tiba di dasar
maske jitho ban somor padha badha barambangnga tape jitho badha lan-bulananna,meskipun jitho dan sumur sama-sama ada bibirnya tapi jitho ada terowongannya
mellisi atè,membuat hati jadi kesal
ḍi bârânna,suatu tempat disebelah barat
lalake' ganeko amet ka binena,laki-laki itu pamit ke istrinya
abhillâi bhângsa tor naghârâ,membela bangsa dan negara
apa sè èmaksod rokat tasè’,apa yang dimaksud ruwat laut
bu' mona ngala' bhâreng ḍâri dhisa,ibu mona mengambil pembantu dari desa
arapa ma’ bâriyâ panemmona bâ’na yan,kenapa kok begitu pendapatnya kamu yan
parlo apa alè'na ma' kabhuru sè molèa,perlu apa adiknya terburu-buru mau pulang
pas èsalèn ḍȃ’ carakan madhurȃ a na ca ra ka dȃdhȃ ta sa wȃwa lȃla pa ḍȃḍhȃ jȃjhȃ yayȃ nya ma gȃghȃ bȃbhȃ tha nga,lalu disalink ke aksara madura menjadi a na ca ra ka dȃdhȃ ta sa wȃwa lȃla pa ḍȃḍhȃ jȃjhȃ yayȃ nya ma gȃghȃ bȃbhȃ tha nga
bâb-ghâbhâr lèbur kaulâ,barang-barang suka saya
ka’angghuy nantowaghi bâktona amaèn panèka llumbrâna èkarembhâk ḍhimèn jhâ’ bilâ sè amaèna,untuk menentukan waktu bermain biasanya dibicarakan terlebih dahulu kapan akan bermainnya
keng rassa mangmang ban kabater padha badha,tapi rasa ragu dan khawatir sama-sama ada
aropa apa cathetdhȃn jȃrèya,berupa apa catatan tersebut
pas ètaccekaghi ka nga'tengnga'enna,lalu ditancapkan ke tengah-tengahnya
juwâbâ sè tènggi mon bâ'na ta' taowa,jawablah dengan lantang kalau kamu tidak tahu
ya mangkana ta' ebagi entar ka tase' mon mama'na,ya makanya tidak diperbolehkan pergi ke laut kalau bapaknya
ojhân ghâgghâr neng adâ'en matana tuni,hujan jatuh di depan matanya tuni
sèngko’ lèbur mèmpèr,saya suka pagi
sapa tao badha se ta' lebur ka man satrawi kan bisa bai,siapa tahu ada yang tidak suka pada paman satrawi kan bisa saja
ka'dinto dhurin rèya,itu durian ini
yâ mon tadá' kèn bánnèrejbekkènal,ya kalau tidak ada ya bukan rezekinya
maolana ibrahim,maulana lbrahim
reng-oreng padha buto ka aeng,orang-orang sama-sama butuh ke air
èyatorè jâwâb pètanya-pètanya è bâbâ ka’ḍinto kalabân pèlèyan sè palèng lerres,dipersilakan jawab pertanyaan-pertanyaan di bawah ini dengan pilihan yang paling benar
pèttong polo bâllu',tujuh puluh delapan
kana' binè' raddhin rowa cè' bhângerra,anak perempuan cantik itu suka tertawa
katerrangan bâkto ḍâri okara majjhâ embèng namen bighina sarkajâ è buḍiyânna bengko ghellâ’ ghu-lagghu èngghi panèka ,keterangan waktu dari kalimat majemuk embeng menanam bijinya srikaya di belakangnya rumah tadi pagi-pagi yaitu
malem la dâteng,malam sudah datang
jhâ' lakar cè' malaraddhâ,memang sungguh sangat sulit
merrè ka kalambhina kèya,miring ke bajunya juga
sapèna abhluḍhus,sapinya terkejut
arta posaka,harta warisan
gi diggal pon mon jat tadha,iya biarkan saja sudah kalau memang tidak ada
kajembaran-kajembaran molae abinar dhalem kacana,kebahagiaan-kebahagiaan mulai bersinar dalam cermin
ta' todhus napa sampeyan ekoca' oreng towa se bakal etero na'potona,tidak malu ya kamu disebut orang tua yang akan ditiru anak cucunya
odi' tada' rèng sè alang-lang,hidup tidak ada orang yang menghalangi
ngoḍâ ghâllu,terlalu muda
pangaterro tanto bhidhâ,keinginan tentu beda
kelakon beccè',pekerjaan baik
atamanco' badha se mowangngagi,berak ada yang membuangnya
oca’ sarojâ lalabânan iyâ arèya oca’ sè kadhâddhiyân ḍâri ḍuwâ’ oca’ sè tong-sèttongnga paḍâ aghânḍhu’ artè bi’-dhibi’ conto emma’-embu’ mèra-bhiru towa-ngoḍâ bân salaènna,kata seroja berlawanan yaitu kata yang terjadi dari dua kata yang satu-satunya sama-sama mengandung arti sendiri-sendiri contoh ibu-bapak merah-biru tua-muda dan selainnya
mara dhuli lakonana sè èpon ènga' èpon bâ'na,coba segera kerjakan yang diingat olehmu
abherri’ salam pamokka’,memberi salam pembuka
accem pekker celo'na,asam pikirnya meredup
buari molè dâri konco'en mekkasân,bu ari pulang dari ujung pamekasan
bulân ghetton ngabâs bhumè sè cè’ ngèḍḍhâna sampè’ ta’ aghuliyân,bulan heran melihat bumi yang sangat pulas tidurnya sampai tidak bergerak
cong duli ka dara' me' ojan,nak cepat ke darat nanti hujan
munari sambi nangès,munari sambil menangis
labu polana lècèn,jatuh karena licin
