no,Madura,indonesia,hal,buku kelas
1141.0,Ta' ekarassa aeng mata dibi' ngalepek posang gaggara dha'emma.,Tidak terasa air mata sendiri meneteskan kebingungan jatuhnya ke mana.,48,Novel Kerrong Ka Omba
1142.0,E bakto ganeko kakapper nengga' e settong besse.,Di waktu itu kupu-kupu menempel di satu besi.,48,Novel Kerrong Ka Omba
1143.0,Sokona arassa galiya' ta' nyaman.,Kakinya terasa geli tidak nyaman.,48,Novel Kerrong Ka Omba
1144.0,Arassa nongko' ta' sepa'kalaban kennengnganna.,Merasa menempel tidak pas dengan tempatnya.,48,Novel Kerrong Ka Omba
1145.0,Kakapper ganeko nga'-lenga'an.,Kupu-kupu itu melirik-lirik.,48,Novel Kerrong Ka Omba
1146.0,Posang dhalem kapanasan.,Bingung dalam kepanasan.,48,Novel Kerrong Ka Omba
1147.0,Akaton pon 'ta' nemmo pamoleyan.,Kelihatan sudah tidak menemukan tempat pulang.,48,Novel Kerrong Ka Omba
1148.0,"Anya tanya dha'aba'na dibi', e dhimma asalla, moleya dha'emma.","Bertanya pada dirinya sendiri, dari mana asalnya, pulangnya ke mana.",48,Novel Kerrong Ka Omba
1149.0,"Nape tana gi' bakal narema se pon rangrang sarpa dhaunna, se pon rangrang co'-bucco'na gadebbung.","Apakah tanah masih akan menerima yang sudah terpisah dari daunnya, yang sudah terpisah dari ujung-ujungnya daun pisang.",48,Novel Kerrong Ka Omba
1150.0,Rassana ta' nemmo kanyamanan pamoleyan mon ta' areng-bareng kalaban kerrengnga dhaun se abaliya katana kalaban agiba badhek.,Rasanya tidak menemukan kenyamanan pulang kalau tidak bersamaan dengan keringnya daun yang kembali ke tanah dengan membawa badik.,48,Novel Kerrong Ka Omba
1151.0,"Otaba ta' bakal nemmo kacellebban mon ta' nemmo gadebbung bucco', se ca'-leca'ganeko daddi bungkos dhalem tana.","Atau tidak akan menemukan kedinginan kalau tidak menemukan ujung daun pisang, yang jijik itu jadi bungkus dalam tanah.",48,Novel Kerrong Ka Omba
1152.0,Kakapper ganeko terro ngabberra pole.,Kupu-kupu itu ingin terbang lagi.,48,Novel Kerrong Ka Omba
1153.0,Terro ja'-ngaja'a ngalleya dha'kennengngan se laen.,Ingin mencoba pindah ke tempat yang lain.,48,Novel Kerrong Ka Omba
1154.0,"Se kerana pendha nyaman kalaban angen ngalesser, se un-dhaunna bisa kenneng ekagabay pangaoban ban agabay bengkona tanongker.","Yang kira-kira seperti nyaman dengan angin yang merayap, yang daun-daunnya bisa digunakan tempat berteduh dan membuat rumahnya kepompong.",48,Novel Kerrong Ka Omba
1155.0,"Kare sossana mon tanongker-tonongkerra bakal ta'nemmo dhaun biru, otaba ta' nemmo dhaunna geddhang, ta' nemmo ka'-bungka'an se bakal macellep e bakto tanongker atapa.","Tinggal susahnya kalau kepompongnya tidak akan menemukan daun biru, atau tidak menemukan daunnya pisang, tidak menemukan pohon-pohonan yang akan mendinginkan di waktu ulat bertapa.",48,Novel Kerrong Ka Omba
1156.0,Kakapper ganeko terro ngalleya dha' kennengngan se badha kembang kalaban bannya' barnana.,Kupu-kupu itu ingin pindah ke tempat yang ada bunga dengan banyak warnanya.,48,Novel Kerrong Ka Omba
1157.0,Kembang se ngembang kalaban sajjana dibi'.,Bunga yang berbunga dengan sendirinya.,48,Novel Kerrong Ka Omba
1158.0,Banne kembang se esaja lekkas mekkar.,Bukan bunga yang sengaja cepat mekar.,48,Novel Kerrong Ka Omba
1159.0,Kembang se'etaburi beddha'.,Bunga yang ditaburi bedak.,48,Novel Kerrong Ka Omba
1160.0,Otaba bungka'an se koduna raja.,Atau pohon-pohonan yang seharusnya besar.,48,Novel Kerrong Ka Omba
1161.0,Tape epaksa daddi penthed.,Tapi dipaksa jadi pendek.,48,Novel Kerrong Ka Omba
1162.0,"Karana mo'-ramo'na ta' epalengker-lengker dhalem settong kennengngan, se ramo'na ta' nemmo kakanan kalaban samporna.","Karena pupuk-pupuknya tidak dililit-lilit dalam satu tempat, yang pupuknya tidak menemukan makanan dengan sempurna.",48,Novel Kerrong Ka Omba
1163.0,Karana bakaļ adaddiyagi un-dhaunna bakal kene' ban ta'lebar.,Karena akan menjadikan daun-daunnya akan kecil dan tidak lebar.,49,Novel Kerrong Ka Omba
1164.0,Bakal adaddiyagi sossa bila ekagabaya sapo' dhalem atapana tanongker.,Akan menjadikan susah bila digunakan selimut dalam bertapanya kepompong.,49,Novel Kerrong Ka Omba
1165.0,"Napepole pon apangrasa, e kennengnganna se sanonto, kakapper ganeko ta'nemmo angen se nyaman.","Apalagi sudah merasa, di tempatnya yang sekarang, kupu-kupu itu tidak menemukan angin yang nyaman.",49,Novel Kerrong Ka Omba
1166.0,"Angenna agasekan raja, ngatalbes, karana sakone'na ka'bungka'an, aba'na gasek tagiba kalaban angen se raja.","Anginnya kencang besar, berhembus kencang, karena sedikitnya pohon-pohonan, dia cepat terbawa oleh angin yang besar.",49,Novel Kerrong Ka Omba
1167.0,Kakapper ganeko bakal abalangaja ngabber dha'kennengngan se nyaman kalaban bannya' ka'bungka'an.,Kupu-kupu itu akan memberanikan diri terbang ke tempat yang nyaman dengan banyak pohon-pohonan.,49,Novel Kerrong Ka Omba
1168.0,Tape dha'emma.,Tapi kemana.,49,Novel Kerrong Ka Omba
1169.0,Pekkeranna kakapper ganeko apeddel dibi'nyare kennengngan.,Pikirannya kupu-kupu itu putus asa sendiri mencari tempat.,49,Novel Kerrong Ka Omba
1170.0,Kakapper ganeko nyoba' ngalle dhari besse dha' besse se laen.,Kupu-kupu itu mencoba pindah dari besi ke besi yang lain.,49,Novel Kerrong Ka Omba
1171.0,Nyoba' ngalle pole dha' ranca' se pon arpo'.,Mencoba pindah lagi ke ranting yang sudah rapuh.,49,Novel Kerrong Ka Omba
1172.0,Ranca'ganeko pon ta' kellara egalattonge kakapper.,Ranting itu sudah tidak sanggup digelantungi kupu-kupu.,49,Novel Kerrong Ka Omba
1173.0,"Dhari ranca'ganeko ngalle pole ka se jang attasan, malle nengngale dha'panparampan kennengngan.","Dari ranting itu pindah lagi ke yang lebih tinggi, biar melihat ke beberapa tempat.",49,Novel Kerrong Ka Omba
1174.0,Tape gi' katotoban geddhung se tenggi.,Tapi masih tertutup gedung yang tinggi.,49,Novel Kerrong Ka Omba
1175.0,Kakapper ganeko alonca' ka ranca'se jang attasan sampe' para' ka konco'na.,Kupu-kupu itu melompat ke ranting yang lebih tinggi sampai hampir ke ujungnya.,49,Novel Kerrong Ka Omba
1176.0,Konco'na ka'-bungka'an ganeko not-mennodan.,Ujungnya pohon-pohonan itu bergoyang-goyang.,49,Novel Kerrong Ka Omba
1177.0,E bakto ganeko buru arassae nyamanna aonjan e bungka'an.,Di waktu itu baru merasakan nyamannya berjemur di pohon.,49,Novel Kerrong Ka Omba
1178.0,Settong langngo se pon abit ta'erassae aba'na.,Satu kenyamanan yang sudah lama tidak dirasakan dia.,49,Novel Kerrong Ka Omba
1179.0,Dhari bungka'an ganeko kakapper nengngale alas raja se e attasanna badha okos-okos potena ba'-ngalemba'se egiba angen.,Dari pohon itu kupu-kupu melihat hutan besar yang di atasnya ada asap-asap putih yang berayun-ayun yang dibawa angin.,49,Novel Kerrong Ka Omba
1180.0,Alas kalaban okos se ngamennyor e attasanna magagettennan pekkeran kakapper.,Hutan dengan asap yang merayap di atasnya membuat gelisah pikiran kupu-kupu.,49,Novel Kerrong Ka Omba
1181.0,Aba'na agalubuk dhari sakeng terrona dhapa'a ka kennengngan ganeko.,Dia mengepakkan sayap karena saking inginnya sampai ke tempat itu.,49,Novel Kerrong Ka Omba
1182.0,"Kalaban abalangaja, kakapper ganeko ngabber dhari settong bungka'an ka bungka'an se laen.","Dengan memberanikan diri, kupu-kupu itu terbang dari satu pohon ke pohon yang lain.",49,Novel Kerrong Ka Omba
1183.0,Kadhang nengga'e settong bengko se tenggi.,Kadang menempel di satu rumah yang tinggi.,49,Novel Kerrong Ka Omba
1184.0,Alas ganeko sajan eentare ekarassa sajan jau dhari pangabasanna.,Hutan itu makin didekati terasa makin jauh dari pandangannya.,50,Novel Kerrong Ka Omba
1185.0,Dhalem badanna pello pon agalibiran.,Dalam badannya keringat sudah berhamburan.,50,Novel Kerrong Ka Omba
1186.0,Panas pon padha badha.,Panas sudah sama-sama ada.,50,Novel Kerrong Ka Omba
1187.0,Aba'na akaton posang e tera'na.,Dia kelihatan bingung di terangnya.,50,Novel Kerrong Ka Omba
1188.0,Pellona se ngalembak posang keya ta' nemmo pagiliyan.,Keringatnya yang bergelombang bingung juga tidak menemukan aliran.,50,Novel Kerrong Ka Omba
1189.0,"Tape kalaban sajjana se kerrong dha' pan-barampan barnana kembang, bungka'an se adhaun biru ngamennyor ganeko maksa aba'na kaangguy terros ngabber alaban kangellagan se pon galgal dhalem dhadhana.","Tapi dengan sungguh-sungguh yang rindu ke beberapa warnanya bunga, pohon-pohonan yang berdaun biru yang merayap itu memaksa dia untuk terus terbang melawan kesulitan yang sudah berantakan dalam dadanya.",50,Novel Kerrong Ka Omba
1190.0,"Ta' bannya' abi'na kerbayanna kalembang,kakapper ganeko pon arassae ro'omma bang-kembang se nyareddhem, ro'omma kajuwan se epadaddi kaju pamassa'an, kajuwan se gellem daddi abu lebat rabagga apoy.","Tidak banyak ayunan sayapnya, kupu-kupu itu sudah merasakan baunya bunga-bunga yang merayap, baunya kayu-kayu yang dijadikan kayu masakan, kayu-kayu yang mau jadi abu lebat panasnya api.",50,Novel Kerrong Ka Omba
1191.0,Kajuwan-kajuwan cara ganeko pon abit ta' etengale kakapper gaeko.,Kayu-kayu seperti itu sudah lama tidak dilihat kupu-kupu itu.,50,Novel Kerrong Ka Omba
1192.0,Kakapper ganeko pas nengga' dha' kajuwan se mereng.,Kupu-kupu itu lalu menempel ke kayu-kayu yang miring.,50,Novel Kerrong Ka Omba
1193.0,"Paleng kajuwan reya katondhu, saengga masempe badanna dha' kajuwan se laen.","Paling kayu-kayu ini ketiduran, sehingga menyesakkan badannya ke kayu-kayu yang lain.",50,Novel Kerrong Ka Omba
1194.0,Karettegga kakapper.,Pikirnya kupu-kupu.,50,Novel Kerrong Ka Omba
1195.0,Kosokossa paggun aba'-salemba' kalaban angenna.,Usapannya tetap berayun-ayun dengan anginnya.,50,Novel Kerrong Ka Omba
1196.0,"Kakapper ganeko pas ngabber ka ka'-bungka'an se laen se pon lendhi keya, se akaton pon padha katondhuna.","Kupu-kupu itu lalu terbang ke pohon-pohonan yang lain yang sudah kering juga, yang kelihatan sudah sama-sama ketiduran.",50,Novel Kerrong Ka Omba
1197.0,"Dhari settong bungka'an ka bungka'an se laen, kakapper ganeko arassae settong pangabberran se ta' toman etemmone sabellunna, rassa kerrong ka bang-kembang pon etemmowi e co'konco'na bungka'an se pon pe-maleppe dhaunna, se pon dhi-lendhi bungkana.","Dari satu pohon ke pohon yang lain, kupu-kupu itu merasakan satu penerbangan yang tidak pernah ditemui sebelumnya, rasa rindu ke bunga-bunga sudah ditemui di ujung-ujung pohon-pohonan yang sudah layu daunnya, yang sudah kering pohonnya.",50,Novel Kerrong Ka Omba
1198.0,"Kajuwan sanonto bannya' se lempo, mereng-mereng kassanagi, saleng nyandhar.","Kayu-kayu sekarang banyak yang lelah, miring-miring dengan cepat, saling bersandar.",50,Novel Kerrong Ka Omba
1199.0,Badha se nyandhar ka bengkowan.,Ada yang bersandar ke rumah.,50,Novel Kerrong Ka Omba
1200.0,Jagana pon lesso se odhi'a.,Badannya sudah lelah untuk hidup.,50,Novel Kerrong Ka Omba
1201.0,Padhana manossana.,Seperti manusianya.,50,Novel Kerrong Ka Omba
1202.0,Pon ta' nyaman kabasana.,Sudah tidak nyaman keadaannya.,50,Novel Kerrong Ka Omba
1203.0,Kakapper ngedhing sowara dhalem lembana.,Kupu-kupu mendengar suara dari lembahnya.,50,Novel Kerrong Ka Omba
1204.0,Tape ta' etengale se ngoca'.,Tapi tidak terlihat yang bicara.,50,Novel Kerrong Ka Omba
1205.0,"Kakapper ngedhing monyena kata' se dung-seldungan, gung-algungan, ban gung-agungan.","Kupu-kupu mendengar bunyinya katak yang melompat-lompat, berbunyi, dan bersuara.",50,Novel Kerrong Ka Omba
1206.0,"Ngedhing sowarana kata' se rampa, kakapper ganeko aromasa pera' esambut kadhatengnganna kalaban nyemonyeyan.","Mendengar suaranya katak yang ramai, kupu-kupu itu merasa beruntung disambut kedatangannya dengan nyanyian.",51,Novel Kerrong Ka Omba
1207.0,"Salaen sowara kata' dhari penggir saba se ce' ranyengnga, ekaedhing keya sowarana mano' se nyenyanyeyan.","Selain suara katak dari pinggir sawah yang sangat nyaring, terdengar juga suaranya burung yang bernyanyi.",51,Novel Kerrong Ka Omba
1208.0,Akaton badha se ekece.,Kelihatan ada yang disayangi.,51,Novel Kerrong Ka Omba
1209.0,Badha se kompolan rengnge'se abung-garibbung sambi ngabber.,Ada yang kumpulan nyamuk yang berkumpul sambil terbang.,51,Novel Kerrong Ka Omba
1210.0,Akaton badha se erebbu'.,Kelihatan ada yang direbut.,51,Novel Kerrong Ka Omba
1211.0,Kakapper ganeko ngabber pole dha' kennengngan se sajan maba.,Kupu-kupu itu terbang lagi ke tempat yang makin rendah.,51,Novel Kerrong Ka Omba
1212.0,Nyare ranca' tape ta' duli nemmo.,Mencari ranting tapi tidak cepet ketemu.,51,Novel Kerrong Ka Omba
1213.0,Kakapper ganeko takerjat nengngale olar se rangngo' kaobbar.,Kupu-kupu itu terkejut melihat ular yang kering terbakar.,51,Novel Kerrong Ka Omba
1214.0,Kare tolangnga.,Tinggal tulangnya.,51,Novel Kerrong Ka Omba
1215.0,"Sajan tacengnga' nengngale pan-barampan keban se ajenter, kaobbar rangngo'.","Makin termenung melihat beberapa hewan yang terpencar, terbakar kering.",51,Novel Kerrong Ka Omba
1216.0,Badha kare gigina.,Ada tinggal giginya.,51,Novel Kerrong Ka Omba
1217.0,Akaton mesem.,Kelihatan tersenyum.,51,Novel Kerrong Ka Omba
1218.0,Mesem balibis.,Tersenyum tipis.,51,Novel Kerrong Ka Omba
1219.0,"Tape bila eabas pole, akaton mesem asella bengnges.","Tapi bila dilihat lagi, kelihatan tersenyum asal marah.",51,Novel Kerrong Ka Omba
1220.0,Badha se anganga.,Ada yang menganga.,51,Novel Kerrong Ka Omba
1221.0,Molae dhari ganeko pas nengale dha-mardha se ngello' dhalem.,Mulai dari itu lalu melihat  pembakaran yang menjalar ke dalam.,51,Novel Kerrong Ka Omba
1222.0,Ma' bisa kata' amonye dhalem kapanasan?,Kenapa bisa katak berbunyi dalam kepanasan?,51,Novel Kerrong Ka Omba
1223.0,karettegga agunjak.,pikirnya bergetar.,51,Novel Kerrong Ka Omba
1224.0,Okos ganeko pera' re-kare dhari pon takello' alas ganeko.,Asap itu hanya sisa-sisa dari sudah diambilnya hutan itu.,51,Novel Kerrong Ka Omba
1225.0,Okos ganeko aropa'agi re-kare dhari taobbarra bungka'an se bannya'.,Asap itu merupakan sisa-sisa dari terbakarnya pohon-pohonan yang banyak.,51,Novel Kerrong Ka Omba
1226.0,Alas ganeko pon mare eobbar.,Hutan itu sudah selesai dibakar.,51,Novel Kerrong Ka Omba
1227.0,Kaju bagiyan babana se gunna ekello'.,Kayu bagian bawahnya yang hanya terbakar.,51,Novel Kerrong Ka Omba
1228.0,Kakonco'anna bannya' se sang-tasangsang ban saleng sandhar.,Ujung-ujungnya banyak yang bergelantungan dan saling bersandar.,51,Novel Kerrong Ka Omba
1229.0,"Kakapper ganeko buru ngarte, anape ma' bannya' bungka'an se lendhi, se saleng nyandhar, karana badanna pon ta' kellar manjeng.","Kupu-kupu itu baru mengerti, kenapa banyak pohon-pohonan yang kering, yang saling bersandar, karena badannya sudah tidak sanggup berdiri.",51,Novel Kerrong Ka Omba
1230.0,"E bakto molae toron ka jang baba'an, kakapper molae aromasa kapanasan.","Di waktu mulai turun ke bagian bawah, kupu-kupu mulai merasa kepanasan.",51,Novel Kerrong Ka Omba
1231.0,Ramo' rajana la tadha'.,Rumput besarnya sudah tidak ada.,51,Novel Kerrong Ka Omba
1232.0,Ta' bakal nyolbu' pole ban ta'kera badha kajuwan odhi' pole.,Tidak akan menyembul lagi dan tidak akan ada kayu-kayuan hidup lagi.,51,Novel Kerrong Ka Omba
1233.0,"Kare dhapa' ka alas gadhiya,anyaba pon ngap-engngaban, nyergu' angen asella ro'om okos babathang ban-keban.","Tinggal sampai ke hutan sana, bernapas pun terengah-engah, menghisap angin yang berasal dari asap bangkai hewan-hewan.",51,Novel Kerrong Ka Omba
1234.0,"Tape badha bau se ta' kellar etarema elongnga, abau racon.","Tapi ada bau yang tidak sanggup diterima hidungnya, berbau racun.",51,Novel Kerrong Ka Omba
1235.0,Rengnge' gella' se arebbuan angen saongguna nyare angen-angen se ta'bau racon.,Nyamuk tadi yang berebut angin sebenarnya mencari angan-angan yang tidak berbau racun.,52,Novel Kerrong Ka Omba
1236.0,"angen se gi'jenneng, angen se gi'paraban.","angin yang masih jernih, angin yang masih perawan.",52,Novel Kerrong Ka Omba
1237.0,Kakapper ganeko pas nengga' e konco' kembang se pon elop.,Kupu-kupu itu lalu menempel di ujung bunga yang sudah layu.,52,Novel Kerrong Ka Omba
1238.0,"Lendhi, akaton ta' kellar makalowar karo'omanna.","Kering, kelihatan tidak sanggup mengeluarkan keharumannya.",52,Novel Kerrong Ka Omba
1239.0,"E bakto nengga' ka gadhiya apangara nyergu'a settong kanyareddhemman dhari kembang se pon abit ta' erassae, se pon abit ta' lebat e lobang elongnga.","Di waktu menempel ke sana merasa akan menghisap satu kesegaran dari bunga yang sudah lama tidak dirasakan, yang sudah lama tidak lewat di lubang hidungnya.",52,Novel Kerrong Ka Omba
1240.0,"E un-dhaun se pon kerreng ganeko, bannya' rengnge' agalathagan, tape bannya'keya se agaribbung e bang-kalembang kakapper ganeko.","Di daun-daun yang sudah kering itu, banyak nyamuk bertebaran, tapi banyak juga yang berkumpul di sayap-sayap kupu-kupu itu.",52,Novel Kerrong Ka Omba
1241.0,"Nge'-rengnge' nompang nalpe' e kalembangnga, Saongguna kalemonganna kakapper ganeko galiya', Kare terrona se akalepada.","Nyamuk-nyamuk numpang menempel di sayapnya, Sebenarnya ketiaknya kupu-kupu itu geli, tinggal inginnya untuk melepaskan.",52,Novel Kerrong Ka Omba
1242.0,Tape neser mon rengnge' pon lendhi keya.,Tapi kasihan jika nyamuk sudah kering juga.,52,Novel Kerrong Ka Omba
1243.0,Bakal gaggar dha' abu-abu se ngello' dhalem bungkaladan-bungkaladan.,Akan jatuh ke abu-abu yang panas dalam bongkahan-bongkahan.,52,Novel Kerrong Ka Omba
1244.0,"Kakapper ganeko ja-ngaja galiya'na kalemonganna sambi akarettek, ","Kupu-kupu itu berusaha menahanan gelinya ketiaknya sambil berpikir,",52,Novel Kerrong Ka Omba
1245.0,Rassae jareya pae'na kalemongan!,Rasakan itu pahitnya ketiak!,52,Novel Kerrong Ka Omba
1246.0,sambi sem-mesem balibis.,sambil tersenyum tipis.,52,Novel Kerrong Ka Omba
1247.0,"Sajan abit, kakapper ganeko ta' kellar nyegga aba'na dibi'.","Makin lama, kupu-kupu itu tidak sanggup menahan dirinya sendiri.",52,Novel Kerrong Ka Omba
1248.0,Gaggar ka abu se ngello' dhalem.,Jatuh ke abu yang panas di dalam.,52,Novel Kerrong Ka Omba
1249.0,Okossa paggun angoy-langngoyan abareng angen se ngalembak.,Asapnya tetap melayang-layang bersama angin yang bergelombang.,52,Novel Kerrong Ka Omba
1250.0,"Narabas kajuwan se pon ta' kellar manjeng Sora,",Menerobos kayu-kayuan yang sudah tidak sanggup berdiri.,52,Novel Kerrong Ka Omba
1251.0,"Wanayasa, Kebumen, Jaba Tengnga.","Wanayasa, Kebumen, Jawa Tengah.",52,Novel Kerrong Ka Omba
1252.0,Kerrong ka Kalobut.,Rindu pada kalobut.,53,Novel Kerrong Ka Omba
,LALAKE' ganeko mesel bako se pon badha e dalubangnga.,LAKI-LAKI itu menggulung tembakau yang sudah ada di dalam kertas.,53,Novel Kerrong Ka Omba
1253.0,"Molae gella' nyare kalobut, kole'na jagung.","Mulai tadi mencari kalobut, kulit jagung.",53,Novel Kerrong Ka Omba
1254.0,Tape ta' duli nemmo.,Tapi tidak cepat menemukan.,53,Novel Kerrong Ka Omba
1255.0,Lalake' se pon oban ganeko ce' terrona aro-ko'a kalobut sanajjan kalobut gabayan dibi'.,Laki-laki yang sudah beruban itu sangat ingin merokok kalobut meskipun kalobut buatannya sendiri.,53,Novel Kerrong Ka Omba
1256.0,"Tape se nyamana kalobut, kole'na jagung ngetek, ta' etengngale.","Tapi yang namanya kalobut, kulitnya jagung bersembunyi, tidak terlihat.",53,Novel Kerrong Ka Omba
1257.0,"Aba'na apekker, dha'emma se nalpe' kole' jagung garowa.","Dia berpikir, di mana yang menempel kulit jagung itu.",53,Novel Kerrong Ka Omba
1258.0,Ja' rengan pan-barampan are apangrasa ja' aba'na gi' nyaba'e di'-seddi'anna.,padahal beberapa hari merasa kalau dia masih memegangnya di sekitar.,53,Novel Kerrong Ka Omba
1259.0,Tape anape e bakto esare e are ganeko ta' etemmo.,Tapi kenapa di waktu dicari di hari itu tidak ditemukan.,53,Novel Kerrong Ka Omba
1260.0,"Atanya ka binena se pon ta' enneng tara-hum, nyawot ta' nengngale.","Bertanya pada istrinya yang sudah tidak bisa bergerak, dijawab tidak melihat.",53,Novel Kerrong Ka Omba
1261.0,"Malle ta' katon re-rengen dibi', aherra lalake' ganeko nyare da-lubang.","Biar tidak kelihatan merengek sendiri, akhirnya laki-laki itu mencari kertas.",53,Novel Kerrong Ka Omba
1262.0,Badha kare salambar papir epesel ka-laban bakona.,Tinggal satu lembar kertas digulung dengan tembakaunya.,53,Novel Kerrong Ka Omba
1263.0,Epesel lelere karana aba'na pon ngetek.,Digulung perlahan karena dia sudah bersembunyi.,53,Novel Kerrong Ka Omba
1264.0,Roko' pesellan tanangnga dibi' ganeko ekarassa akantha aroko' se ebelli dhari pabrik keya.,Rokok gulungan tangannya sendiri itu dirasakan seperti merokok yang dibeli dari pabrik juga.,54,Novel Kerrong Ka Omba
1265.0,Akantha roko' cap balanan.,Seperti rokok cap 'balanan'.,54,Novel Kerrong Ka Omba
1266.0,Roko' cap balanan biyasana pajat ekaroko' orengse jarna'lakona ban pangaselanna.,Rokok cap 'balanan' biasanya memang dihisap orang yang pekerjaannya dan penghasilannya lancar.,54,Novel Kerrong Ka Omba
