Madura,Indonesia
aèng sè èsabâ'è ettong rowa dhâghâ wa-nglowa,air yang ditaruh di tong itu sampai meluap-luap
salat lèmang bâkto,shalat lima waktu
cè' sakonè'na,sangat sedikit sekali
mate nyambi pangaterrowan andi' ana',mati membawa keinginan punya anak
tojjhuwân laènna èngghi panèka ma’ollè na’-kana’ sè nangès panèka tambâ lolo’ sareng pèrak ka sè alaghuwâghi laghu pa’-opa’ ѐling panèka,tujuan lainnya adalah agar anak yang menangis itu tambah nurut dan senang kepada yang menyanyikan  lagu pa’-opa’ èling itu
samalem tèdung bi' engko' neng kamar bâkto kakè abhâjâng mahrib,semalam tidur denganku di kamar waktu kamu salat magrib
pong-pong ghi' ngoḍâ pakenceng sè abhâjâng,mumpung masih muda rajinlah bersembahyang
ta' usa antos,tidak usah ditunggu
engko' cengngeng ngèdingaghi carètana tang kanca rèya,aku termenung mendengarkan cerita temanku ini
jhȃjhȃl jȃwȃb pètanya è bȃbȃ rèya,coba jawab pertanyaan di bwah ini
tokang bhubhut,tukang bubut
tombhâk sèttongnga anyama tombak alugoro,tombak satunya bernama tombak alugoro
kakapper se ajenter,kupu-kupu yang berpencar
jâwâp pètanya è bâbâ arèya kalabân jhârna’,jawab pertanyaan di bawah ini dengan jelas
nalèka nambhârâ’ aèng ngalowa kantos dhâddhi bâ’â,ketika musim hujan air meluap sampai jadi banjir
deskripsi panèka tamaso’ macemma angghidhân sè,deskripsi termasuk macam karangan yang
ta' ekarassa nyarembeng aeng matana,tidak terasa meneteskan air matanya
kapètèngnga dhuli talèè tako' ngampè',kepitingnya cepat diikat takut menjepit
coma okara palegghirȃn,cuma kalimat hiasan
embana jusop èkèbâ kalowar dâri dâlem romana,neneknya jusop dibawa keluar dari dalam rumahnya
bhâlâna rato bhâli kasokan matelloghâ songennep,pasukan ratu bali bermaksud menaklukkan sumenep
ḍhimèn tembhâng èserrat kalabân ,dulu tembang ditulis dengan
oreng ganeko ngakak abareng,orang itu tertawa bersamaan
rang-terrangan jharbâaghi ma'lè bâḍâ kapastèan,terus terang jelaskan agar supaya ada kepastian
gampen dhari bato,gamping dari batu
ngosar pèpè bi' ngèbâ ubâuwân dârâna ajâm,mengusap pipi dan membawa bau-bauan darah ayam
mastena dika neko kodu bunga,seharusnya kamu ini harus bahagia
orèng buwângan,orang yang dibuang ke luar daerahnya
sèpat naghârâ,batas wilayah negara
ja' lamba' mola dhari se seppo alako ka tase' kabbi,sebab dari dulu dari orang tua bekerja ke laut semua
akaton ta' akor antara soko ban jalanna ganeko,terlihat tidak cocok antara kaki dan jalan itu
perrèng kèlès,jenis bambu yang tidak berduri
kalagghu'enna tang emma' kemmèyan bhân malem,paginya ibuku kencing terus-menerus
oca’ sè ta’ kèngèng ter-ater -è èngghi panèka ,kata yang tidak mendapat awalan -è yaitu
tajhinna èkalonyot,buburnya ditelan
toju' jhur-ngonjhur,duduk bertelunjur kaki
kalèbunna ta' toron sakalè,kepala desa tidak turun sama sekali
ghilina aèng,aliran air
bȃkto mosèm nèmor angèn biyasana ḍȃri ḍimma ḍȃ’ ḍimma,saat musim kemarau angin biasanya dari mana ke mana
matos lemmes cè'lemmessa,matos lemas selemas-lemasnya
daddi bila badha omba' raja jarowa ondhemma raja keya ya,jadi kalau ada ombak besar itu awannya besar juga ya
kakè mèlè odi' tapè ta' bisa ajbalânan,kamu memilih hidup tapi tidak bisa berjalan
jhâmbhu monyèt,jambu monyet
panjennengan badha e ka'dhimma ka,anda ada di mana kak
mangkada nae' tarebung,berangkat naik ke pohon siwalan
mènnya' obu',minyak rambut
sabellunna orèng nganut aghȃma islam apa sè èkalako mon bȃḍȃ ghrȃ’ȃn,sebelumnya orang menganut agama islam apa yang dilakukan kalau ada gerhana
la marè,sudah selesai
ollè rogi,mendapatkan rugi
ngoca' dâyyâ malolo,mengatakan itu terus
kakan ghábáy tambbána cère',makan untuk obatnya mencret
ya bisa bai bila la guste karep,ya bisa saja bila sudah tuhan berkehendak
ta' kala ka colo'na reng bine' sudahnan nyacam keya,tidak kalah dengan mulutnya perempuan sudahnun mengomel juga
tanangnga tapalè',tangannya terpelintir
settong e olo settong e onjur,satu di kepala satu di kaki
plotan ètem,ketan hitam
larangnga bajaranna sakola'an nambai todhussa ana' ganeko se asakola'a,mahalnya bayaran sekolah menambah malunya anak itu yang mau bersekolah
berruy raja-kene' dhari sabadhana oreng,meraung tua-muda dari seadanya orang
sop makroni,sup makaroni
è ḍimma sul,di mana sul
mon kan bâru biyasana kennengnganna no' krèjá,kalau pasir biasanya tempatnya tukang kerja
berra' ka se kanan,berat ke yang kanan
mowang burombu bânsarombân,membuang sampah sembarangan
pas temmo lè-tolèyan ka lao'dâjâ,lalu tiba-tiba menoleh-noleh ke selatan-utara
jhâjhâl karembhâk sakanca’an ka’angghuy tolès papaḍâ bân conto,coba diskusikan dengan teman untuk menulis agar sama dengan contoh
arassa parabân sa omorra,terasa perawan seumurannya
tape dha' emma,tapi ke mana
kanna' ra,kesini
cocco'na pajat lako atanya ma' bisa kalembang argana modha nape polana kene',paruhnya memang tidak bertanya kenapa sayap harganya murah apa karena kecil
bannya' oreng se epega' laju ekepe' padhana senggi'ngampe' rowa ban epasellem ka tengnga tase' ,banyak orang yang ditangkap lalu dicapit seperti kerang mencapit itu dan ditenggelamkan ke tengah laut
tellor sembhurughân,telur busuk
loppa tabȃligghȃ,rusa kebalikannya
maras gan cethagga,rata sampai kepalanya
tèḍung sadhâ'-endhâ'na,tidur sepuas-puasnya
èkèding bâdâ rèng aghellânneng arè kemmès otamana,terdengar ada orang tertawa di hari kamis utamanya
san la marè alako dhuli bâghi opana,jika sudah selesai bekerja cepat berikan upahnya
laèn oca’na tor-catoran èngghi panèka ,lain katanya bercakap-cakap yaitu
nomerra bâ'na,nomermu
kadhâng mon bâdâ rèng sè andi' nèyat sè ta' bhâghussakola'an jiyâ maèlang,kadang-kadang kalau ada orang yang punya niat yang tidak bagus sekolahan itu menghilang
oca’ panyalè panèka jhughân anḍi’ rè-cèrèḍhâ-tanḍhâ,kata cacian ini juga punya ciri-ciritanda-tanda
kalambhi sè kemma,baju yang mana
bapa' kabâllun,bapak tiri
makhlok oḍi’ panèka akaè’ sèttong sareng laènna sabâb ,makhluk hidup itu terkait satu dengan lainnya sebab
motor ban mobil pajat ramme lebat,motor dan mobil memang ramai lewat
alquran èngghi panèka kètab sè salerressâ andhâddhiaghi pandhuman mongghu ḍâ' sadhâjâna ommat èslam,al-quran adalah kitab yang harus dijadikan pedoman oleh seluruh ummat islam
ta'langkong akompol neng add'en sakola'an èsdèl,silakan berkumpul di depan sekolahan sd
engko' terro ta' alakowa,aku ingin tidak bekerja
e bakto nengga' ka gadhiya apangara nyergu'a settong kanyareddhemman dhari kembang se pon abit ta' erassae se pon abit ta' lebat e lobang elongnga,di waktu menempel ke sana merasa akan menghisap satu kesegaran dari bunga yang sudah lama tidak dirasakan yang sudah lama tidak lewat di lubang hidungnya
kèdi' malem,nanti malam
nyambi jimat ban mennyan,membawa jimat dan kemenyan
nono tèla,menunu ketela rambat
mare epangokor pappana geddhang jareya pas eseba' dhuwa,selesai diukur pelepahnya pisang itu lalu dibelah dua
ya ta' kera mole jareya,ya tidak akan pulang itu
 bhâḍhân ghâma pangkat arta,badan agama pangkat harta
ta' bângal,tidak berani
sokona sahi sajan santa' kaburu dhapa,kaki sahi semakin cepat terburu-buru tiba
sabinè'en pagghun ta' narèma,istrinya tetap tidak menerima
matè bânnè kèn andi' panyakètdhârèng towa,mati bukan hanya punya penyakitnya orang tua
suroso bi' maya akabin essa neng kampong bangkong,suroso dan maya menikah sah di kampung bangkong
ta' kala dhukon anyarèpo abu sè bâdâ neng tomang,tidak kalah dengan dukun mengusap abu yang ada di tungku
tapsèr kora'an,tafsir al-quran
mon ajhuwâlân jhâ' sampè' rogi,jika berjualan jangan sampai rugi
è bȃkto pangajhȃrȃn,di waktu pelajaran
atapa e songay ma' le lekkas sogi,bertapa di sungai biar cepat kaya
aneko sapa se nyeppowe sabban se gi'buru mnabadha somor ,ini siapa yang menyajen setiap yang baru-baru punya sumur
oca'na ka suban se gi'buru ka songay mateppa'a sellang se mara bettes,kata ke suban yang masih baru ke sungai memantaskan saluran yang seperti bekas
penjara kennengnganna ngokom orèng sè alako ta' beccè',penjara tempat menghukum orang yang berkelakuan tidak baik
panglèpor atè sangsara,pelipur hati yang sengsara
iyâ è nakkrama rèya cara madhurâna dhinèng wonokromo cara jhâbâna,iya di nakkrama ini cara maduranya sedangkan wonokromo cara jawanya
ngèngonè abâ' dhibi',menghidupi diri sendiri
èkala' bâkto amaèn neng kamarra,diambil waktu bermain di kamarnya
 engko' patoghuna kan accem,aku penunggunya pohon asam
ne-ngale ka embi'na se gi' ta' epakane,melihat-lihat kambingnya yang masih belum diberi makan
jhâ' parao sè èyangghuy tadâ'solarra,karena perahu yang dipakai tidak ada solarnya
pangangghuy panambâ sè èsambhât cakkra otabâ pèdher panèka kennengnganna èsabâ’ kalabân èghântongngaghi è bâbâna aksara ghâjâng,pangangghuy panambâ yang disebut cakkra atau pèdher posisinya diletakkan dengan cara digantungkan di bawah aksara dasar
ghi' bhuru nèddhâ' tana,baru saja menginjak tanah
suroso tagher ngèddhâ tèdung,suroso sampai pulas tertidur
ngangko' kalaban epekol,mengangkut dengan dipikul
sa’amponna wangsaḍumèttra nabbhu bhenḍhi perrang bhâllâ songennep ampon asanat ka’angghuy aperrang sareng,setelah wangsadumèttra nabuh genderang perang pasukan sumenep sudah bersiap untuk berperang dengan
abbo èkèbá da'emma engko'reyal,ya ampun dibawa ke mana saya ini
sanajjan gunna mano' tape pon abit daddi kanca kaodhi'an se maodhi'an pangrasana aba',meskipun hanya burung tapi sudah lama menjadi teman kehidupan yang menghidupkan perasaannya
sanajjan aba'na gi' bisa aras-sae naong karana epajunge dhaun-dhaun,meskipun dia masih bisa merasakan keteduhan karena dinaungi daun-daun
posang dhalem kabadha'an panas,pusing dalam keadaan panas
ja' senga ambu gallu ta' aroko',awas jangan berhenti dulu tidak merokok
ampo onggu mon dha' kalakowan,berani sekali kalau pada pekerjaan
gi ca' epon ajunan pon,iya kata anda saja sudah
ngemmèt mantan,melangsungkan resepsi perkawinan di malam hari
tanges berruy raja kene,tangis berbunyi keras kecil
mon edhukaleyagigi' mowang pello pera' ,kalau dua kali masih membuang keringat saja
lengngenna mad nawi gârâssa èpasangè mènnya',lengannya mad nawi dirasa dipasangi minyak
tapè pola royan la bhusen ka sabinè'en sè bhâdhânna kala sèmok bi'bhâdhânna markoya,tapi mungkin royan sudah bosan pada istrinya yang badannya kalah semok dengan badannya markoya
nâkḍhâk labâng,menggedor pintu dengan keras
sè è maksod ngala’ èlmona kento’ rèya bȃremma,yang dimaksud mengambil ilmunya kentut ini bagaimana
hasèlla kancana sè èbȃca è yaḍȃ’na kellas bherri’i komentar,hasilnya teman yang dibaca di depannya kelas beri komentar
pas ro-moro manglo ka engko,lalu tiba-tiba mengeluh padaku
kabhâr kettokan roma la ollè sabulân,kabar penggusuran rumah sudah dapat satu bulan
sanonto mano' akaton pon tako'dibi'se atellora,sekarang burung terlihat sudah takut sendiri untuk bertelur
neko'roko' balakkadan gantena dika ngaju' sabbrang-nga,ini rokok gantinya kamu mencangkul rambangannya
lessong so ghentongnga,lesung dengan gentongnya
kocèng grimbis,kucing berbulu gondrong
akadhi tana aèng arè sareng mineral,seperti tanah air matahari dan mineral
bila la ekera sampanna aesse aeng,bila sudah dikira sampannya berisi air
ètorot sampè'ataè neng kennengnganna,dituruti sampai berak di tempatnya
vokal jhughâ èbhidâ’aghi ḍuwâ’ macem iyâ arèya vokal bân vokal,vokal juga dibedakan menjadi dua macam yaitu vokal dan vokal
sala sèttong contona horop konsonan tajhem iyâ arèya ,salah satu contoh huruf konsonan tajam yaitu
bâ’na ta’ ollè neng-enneng bhumè nèsèr ka mahlok sè bâḍâ neng ,kamu tidak boleh diam-diam bumi kasihan kepada makhluk yang ada di
mon nyorong eganjugagi apoyya bakal nyergu' wak-ngajuwak ka panomangan,kalau mendorong dinungkit apinya akan menghirup menyambar-nyambar ke tungku
manabi jeḍḍèng bhu,kalau kamar mandibu
mon ramo'na kana jate ta' ekenneng kakanmaske ekella pathe ta' kera ekenneng kajuko',kalau rumputnya pohon jati tidak bisa dimakan meskipun dimakan kucing tidak akan bisa dimakan
dragulana ta' ghellem ètemmo,dragulanya tidak mau ditemukan
ѐsambhât oca’ asal polana oca’ panèka ta’ kèngèng tambâ’ân,disebut kata dasar karena kata tersebut tidak mendapat imbuhan
mènangka pangèsto kaator ka alè' sè raddhin,sebagai persembahan tanda setia untuk kekasih yang cantik
daddina na'-kana'ganeko gunna nolonge oreng towana e dhapor,jadinya anak itu hanya menolong orang tuanya di dapur
orèng cèna,orang cina
tecoco' jhârum,tertusuk jarum
bilȃ biyȃsana èkalako amaèn bhȃk,kapan biasanya dilakukan bermain tebak-tebakan
sanajjan bula semma' ro enggi ta' toman dhapa',meskipun saya dekat itu ya tidak pernah sampai
not balo',not balok
pate'na laju amonye mon nengale oreng laen se bida dhari tantara pajagana jareya,anjingnya langsung berbunyi kalau melihat orang lain yang berbeda dari tentara penjaga itu
tolèsan rèya ètolès bi' dragula èbâkto marè amatè'è orèng towa,tulisan ini ditulis oleh dragula di waktu selesai membunuh orang tua
alako abareng binena,kerja bareng istrinya
bhidâ bi' semar,beda dengan semar
bhender jhâ' dhukon jarot rèya alonca' lèbat jendèla,benar bahwa dukun jarot ini melompat lewat jendela
saellana jȃrèya pas maḍhȃng otabȃ nyegghȃ areng-bhȃreng,setelah itu mereka makan atau minum bersama
orongnga ghuling,sarong atau ulas guling
dhika ampon abit ta' ḍâteng,kamu telah lama tidak datang
brontosèno jhughân ampon mèreng ponapa sè èyatorraghi sareng sengkuni,brontoseno juga sudah mendengar apa yang disampaikan oleh sengkuni
bulȃn otabȃ arè gherring,bulan atau matahari sedang sakit
ajâm pangorbhi,ayam yang bertelur
mon ta’ teppa’ kodhu dhuli paènga’,kalau tidak tepat harus segera diingatkan
bit-abidhân tang buri' amonyè,lama-kelamaan belakangku berbunyi
sampe' para' compet are,sampai hampir malam
gheppa' tanang,tepuk tangan
lar-kolarjhȃng kolarjhȃng ngèkkè’a apa,ular-ularan ular-ularan ngigit apa
kalaban songay neng e pepena,dengan sungai di pipinya
maskè èmèntaaghi man-dâmman mon bi' pangèran ta'èberri',meskipun dimintakan ke mana-mana kalau oleh tuhan tidak diberi
 ana'en kakè ta' èlang lè',anaknya kamu tidak hilang dik
mon lu-dulluna pajat kodu rem-larem ,kalau jalannya memang harus pelan-pelan
apoyya la ngobbhâl,apinya telah menyala tinggi
ḍȃlem parjhȃlȃnan na’-kana’ paḍȃ bhunga,dalam perjalanan anak-anak senang
nangèng ètarèma sareng akal,tetapi diterima oleh akal
angèn ngalesser nyalepsep ka bhâdhân,angin sepoi-sepoi terasa masuk perlahan-lahan ke tubuh
taona ghun satèya,tahunya hanya sekarang
pangangghuy sowara èngghi panèka lèngè lèngè-longo cèthak soko sareng ,pangangghuy suara yaitu   lèngè lèngè-longo cèthak soko lagi
ka buḍi,ke belakang
duw taon bâdâ neng kampong bangkong,dua tahun ada di kampung bangkong
parèbhâsan èbhârât bân saloka aropa’aghi okara sè para’ paḍâ’â iyâ arèya paḍâ aghânḍhu’ parsemmon,peribahasa ibarat dan seloka merupakan kalimat yang hampir sama yaitu sama-sama mengandung kiasan
marghâ ghâpanèka rèng-orèng lajhu paḍâ kalowar pas  mokol ronjhângan sè âsebbhut aghuttha,karena itu orang-orang lalu pada keluar lalu memukul ronjhângan yang disebut aghuttha
mat burnè aserro pas ètoro' bi' salaenna,mat burne menjerit lalu diikuti oleh selainnya
ḍâ’ râmma kabâḍâ’ânna bulân è bâkto pajjhâr lagghu,bagaimana keadaannya bulan di waktu fajar pagi
daddi bula se ngajar ta' ereken,jadi saya yang mengajar tidak dihitung
lalake' ganeko buru apangrasa juko' se kemma se epalappa'ana,laki-laki itu baru merasa ikan mana yang harus dibumbui
ponapa sè èsebbhut sinden neng grup tabbhuwȃn,apa yang disebut sinden di dalam grup gamelan
bula ka teggalla gallu,saya ke tegal dulu
padhana nalar neng e bungkana tarebung,seperti menempel di pangkal siwalan
ping pilu’ dhâghing olor palèng powa,ping pilu' daging ular paling lembut
bȃrȃmma buluna bhȃruwȃng,bagaimana bulunya beruang
akantha se pon badha kobina kalaban gula paleng arassa,seolah-olah yang sudah ada kopinya dengan gula yang paling berasa
bhumè mella’ dhibi’na ngabâs ka,bumi membuka mata dia melihat ke
babine' ganeko atanya kalaban mesem se majembar karena'an,perempuan itu bertanya dengan senyum yang melegakan hati
dhuwa' perreng se la esadhiya'agi epadaddi paesan,dua bambu yang sudah disediakan dijadikan nisan
bâkto jiyâ pokol sanga' malem,waktu itu pukul sembilan malam
ka pa'kalèbun ka pamong ka rèng-orèng bi' na'-kana' mahasèswa,ke bapak kepala desa ke pamong ke orang-orang dan anak mahasiswa
sukri ngoca' polana neng ahèr taon rèya osom dragula sè ngènoman dârâ,sukri berkata karena di akhir tahun ini musim dragula yang meminum darah
mellas atèna,sengsara hatinya
bhâtèk lèrès,batik dengan motif bergarisgans
senneng mon bâdâ rèng sossa otabâ rèng sè ollè mosèbâ,senang kalau ada orang susah atau orang yang dapat musibah
enḍâ' ka,suka akan
apa sè èmaksod buku harian,apa yang dimaksud buku harian
cem-macemma berta kèngèng èpantha dhâddhi saponapa,macam-macamnya berita boleh dibagi jadi berapa
kabutowan sakola'anna sajan raja keya,kebutuhan sekolahnya semakin besar juga
