Madura,Indonesia
mad ja' bajeng nyare rambanan,mad ja'i rajin mencari rambanan
cè' tiyarra,sangat keras
gampen dhari bato,gamping dari batu
èpadâmma'a pèssèna,mau diapakan uangnya
maske ebelli ta' kera larang modha e pasaran,meskipun dibeli tidak akan mahal murah di pasaran
bâdâ polè sèanyembhâ ka kan jhâtè,ada lagi yang menyembah pada pohon jati
tojjhuwânnèpon teks deskripsi panèka èngghi ka’ḍinto nyopprè para maos akadhi sè arassa’aghi tor alampa’aghi dhibi’,tujuannya teks deskripsi itu yaitu supaya para pembaca seperti yang merasakan dan melakukan sendiri
andra amaèn lèker,andra bermain kelereng
mon aro-soro ka bâ'na ta' bisa ècagherraghi,bila menyuruh-nyuruh kamu
kèngèng jhughân monyè sè paḍâ panèka abujut monyè sè matè otabâna konsonan akadhi b c d ḍ kantos,bisa juga bunyi yang sama ini berupa bunyi yang mati  atau konsonan seperti b c d ḍ hingga
masagi tello',persegi tiga 
bânnya’na ḍhâmpèngan bâḍâ,banyaknya ḍhâmpèngan ada
lalake' ganeko mangkat ka dhaporra,laki-laki itu berangkat ke dapurnya
ma’ aghellâ’ mak apa sèngko’ loco sa’abhiddhâ iyan pagghun sè aghellâ’,kenapa tertawa kak apa aku lucu sebentar iyan tetap yang tertawa
ana'na sè kènè' nangès malolo la-pola ghi' ta' èsosoè,anaknya yang kecil menangis terus barangkali belum diberi susu
angèn bâlusbus,angin yang tidak teratur
manabi okarana korang saè tantona orèng sè mèrengngaghi ta’ ngaghâli ka maksoddhâ,jika kalimatnya kurang baik tentu orang yang mendengarkan tidak akan mengerti maksudnya
sa’amponna mèreng jhâ’ naghârâna èlorok naghârâ laèn pangèran lor pas makon papatèna sè asmana wangsaḍumèttra ka’angghuy nabbhu bhenḍhi perrang,tidak lama kemudian pasukan sumenep telah bersiap untuk berperang melawan ratu bali
rèng madhurâ satèya kodu bisa mèkkèr,orang madura sekarang harus bisa berpikir
cè' apangarona,sangat berpengaruh
jhâ' ngalèngè,jangan menghalangi pandangan
pangèran bâtopotè jhughân sèdhâ è ḍâlem paperrangan,pangeran batoputih juga gugur di dalam peperangan
dragula jiyâtemmo èlang ta' èghârassa dâri bhâdhânna jusop sambi amerr'tandhâ neng tana bi' dârâ sè èkèbâ,dragula itu tiba-tiba hilang tidak terasa dari badannya jusop sambil memberi tanda di tanah dengan darah yang dibawa
ngettok cellana,memotong celana
nyarè orèp,mencari nafkah
angen aenter e taneyanna,angin berputar di halamannya
nyamana janji ekaotang,namanya janji diperhutangkan
bâkto pokol 1200 ali molè ḍâri sakola’anna,waktu pukul 1200 ali pulang dari sekolahannya
kalarbet ngalarbet,melentur smp menyapu tanah 
labangnga pajat abukka',pintunya memang terbuka
samad sem-mèsem ngèḍing cacana ponakanna,samad senyam-senyum mendengar katanya keponakannya
ojan pon kare tek-rettek,hujan sudah tinggal gerimis
padhana ji mas'ot oreng se paleng sogi e kampongnga satrawi lebur abanto oreng se buto pesse,seperti haji mas'ot orang yang paling kaya di kampungnya satrawi suka membantu orang yang butuh uang
apa polè binèna rèng mancèng,apalagi istrinya pemancing
sampe' para' compet are,sampai hampir malam
kocèng lakè',kucing jantan
abâma potè tolang,berwarna putih tulang
aldi ngèba anḍok ka jeḍḍing ka’angghuy,aldi membawa handuk ke kamar mandi untuk
nyama èlmona bellu' lècèn,nama ilmunya belut licin
ta' dhugghâ kèrana,kiranya tidak tergapai
bhâji'na taleplep èembhânan embu'na,bayinya terlelap dalam gendongan ibunya
sarongnga èkènḍâng,sarungnya disidai
ta' mestè ḍâ' iyâ,ta' iyâ
kaos soko,kaos kaki 
dha'ari badhana,terserah
dina rem-rarem,nanti pelan-pelan
cèng-kancèngnga langsong rosak,grendelnya langsung rusak
bâng-sèbângnga bâkkèl âri ghâlimpo’ èyatorè acarèta è ada’na kelas,masing-masing wakil dari kelompok silakan bercerita di depan kelas
kaèlangan nyabâ,kehilangan nyawa
biyasana cè' nakalla tapè satèya lemmakalem,biasanya sangat nakal tapi sekarang pura-pura kalem
polana majâng satèya rèya nerrak ojhân bi' kelappa,karena melaut sekarang ini menerjang hujan dan kilatnya
èbhu kaulâ nyo’on sapora,ibu saya minta maaf
nangès sambi nyokem,menangis sambil menutup wajah
bâca’an aḍhâ kanḍâ èsambhât jhughân bâca’an aḍon janḍon,bacaan obrolan disebut juga bacaan dialog
kalemkem ngalemkem,melembab
labâng soroghân biḍhik,pintu dorong ke samping yang terbuat dari gedek
pokol 1130 ibu makompol na’-kana’ kabbhi,pukul 1130 ibu mengumpulkan semua anak-anak
laju raja agules ta' etemmo,lalu besar bergulir tidak terlihat
marèèpèlèyaghi bi' kèyaè rajâ,selesai dipilihkan oleh kiai besar
kepala kampong,kepala kampung
rèng kaduwwâ noro' ambu kèya,kedua orang itu ikut berhenti juga
oca’ akantha pangaḍȃ’na ponapa,kata 'akantha' awalannya apa
biasana mon tellasân rèng-orèng paḍâ èntar ḍâ' kobhurân kaangghuy nylasè,biasanya jika lebaran orang-orang banyak pergi ke kuburan untuk nyekar
kebhupatèn sampang,kabupaten sampang
sabbhân taon neng bulân agustus è kottha ḍinna’ èbâḍâ’aghi karnaval,setiap tahun di bulan agustus di kota sini diadakan karnaval
abareng kala-ban gulurra kacong ganeko etambai kalaban eberri' gir gigir,bersamaan dengan tangisannya anak itu ditambah dengan diberi kemarahan
kembhâr ghula padâ'â dâyyâ akala,kembar katanya seperti itu mengalah
bannya' pon se mereng-mereng akaton rob-buwa,banyak yang sudah miring-miring terlihat mau roboh
bakto sorop are naleka are ngaleng ka bandhung sudahnan mare se ngossay bato,waktu redup matahari ketika matahari bersembunyi ke ufuk sudahnun selesai yang memasukkan batu
badha'a gabyya,akan ada kerja dalam bidang perkawinan
bâles patèna,balas atas kematian
carèta’aghi takaè’na od͎ ’na manossa bân bu-tombuwȃn,ceritakan terkaitnya hidupnya manusia dan tumbuh-tumbuhan
san-mèsan èkala'a kabbhi,sekalian saja akan diambil semua
ninja celleng rèya tamaso' ninja sè la-nyala ninja sè andi' nèyat matè'enna kèyaè-kèyaè sè bâdâ neng madhurâ,ninja hitam ini termasuk ninja yang tidak jelas ninja yang punya niat membunuh kiai-kiai yang ada di madura
lagguna tolos se ngobbara,besok jadi yang mau membakar
oca'na kacong se ta' ebagi ka tase',kata anak yang tidak diperbolehkan ke laut
jaran ganeko ta' akalembang bunto'na celleng,kuda itu tidak bersayap ekornya hitam
namong ta’ sadhâjâna èn-maènanna na’-kana’ bâḍâ laghu èn-maènanna,namun tidak semua permainan anak-anak memiliki lagu permainannya
kembhâng malatè,kananga bân campaka mossa'è palataran
orèng dhisa,rèng dhisa
lalake' ganeko ngaju' pole,laki-laki itu mencangkul lagi
iebbi molja etembang odhi' e dara' ta' kalaban,lebih mulia dibanding hidup di darat tidak bekerja
kèyaè subayri temmo mangkat kadhibi',kiai subairi ternyata berangkat sendiri
e tase' omba' ondur-dhateng ta' etemmo tandhana,di laut ombak datang-pergi tidak ada tandanya
apoyya la ngobbhâl,apinya telah menyala tinggi
tanang sè ècekkadhi èyocol bi'maya,tangan yang dipegangi dilepas oleh maya
lalake' mole kalaban mekol sabbrang ban landhu',laki-laki itu pulang dengan memikul seberang dan cangkul
geddhang paka',pisang kesat
kaula gi' ekaparlo,saya masih diperlukan
tènjhâng derrus,jenis bakau yang pohonnya besar dan rimbum
ta' osa nya'-tanya'an polè,tidak usah tanya-tanya lagi
duhur sampè' para' asara sè adântos,dari duhur sampai menjelang ashar yang menunggu
moljâna bhângsa indonesia amarghâ soghi ka,mulianya bangsa indonesia karena kaya akan
saodda rampa,jawabnya siap
ta' nyangkana polana jhâman satèya bânnya' dhâmar,tidak menyangkanya karena zaman sekarang banyak lampu
apa sè èmaksod parèbhȃsan,apa yang dimaksud peribahasa
jhâ’ pang-ghâmpang oca’ gnèko cè’ malaraddhâ,jangan gampang-gampang kata itu sangat melaratnya
oca' pengapol,kata-kata manis untuk membujuk
mosèm nèmor iyȃ arèya bȃktona taḍȃ’ ojhȃn,musim kemarau adalah waktu ketika tidak ada hujan
mèlana ka’bhungka’an sè bâḍâ è ghunung kodhu èjâgâ,makanya pepohonan yang ada di gunung harus dijaga
sabânnya'en orèng akompol è tanèyanna tama'in,sebanyaknya orang berkumpul di halamannya tama'in
mata arè ta' kowat sèajhelling sonarra neng bumè ahèrra mata arè mènta ondem soro ngaddhângè pajhellinganna,matahari tidak kuat yang melihat sinarnya di bumi akhirnya matahari meminta awan untuk menghalangi penglihatannya
nya dumma ta'ghellem marè sè anembhâng,nya dumma tidak mau berhenti menembang
jhâuna ghân lon-alon,jauhnya hanya sampai alun-alun
no' -nyono',menyuruk-nyuruk
sè alaghuwâghi laghu pa’-opa’ ѐling panèka terro na’-kana’ sè nangès,yang menyanyikan lagu pa’-opa’ èling ingin anak kecil yang menangis
sakèng kerrongnga,bulâ cè' addhrengnga sè terro tatemmowa so dhika
tè paè',teh pahit
tuni la pasra la ka salake'en jhâ'èpadâ'râmma'a,tuni sudah pasrah pada suaminya mau diapakan
ḍâ eppa'na ngolok rama,terhadap ayahnya menyebut rama
tang soko loka cè' peddhina polana èkennèng sèram aèng,kakiku luka sangat perih karena tersiram air
jhita polèng,kain cita yang bergaris-garis
opama èpamasaghi tello’ èpanonḍu’ onga’ sareng salaènna,contohnya dibuatkan segitiga dibuat mengangguk dan lainnya
ngabas ka attas bas-abasan bintang,melihat ke atas memandangi bintang-bintang
teppa'na ngakan,sedang makan
kabbi padha adu'a kaangguy kabagusanna man sunahwi,semua sama-sama berdoa untuk kebaikan paman sunahwi
mon gunna pasanganna sendhina dina epasanga dibi',kalau cuma pasangannya sendi nanti dipasang sendiri
ma' aja,nenek moyang 
dârâ la buy-talabuyân neng tanèyan,darah sudah berceceran di halaman
sèngko’ sakè’ cèthak,aku sakit kepala
towa ghâllu,terlalu tua
kodhu cengked ghâllu kemmèna mon jhukemmè,harus ditahan dulu kencingnya kalau mau kencing
kantong calana,kantong celana
ghita' asapoan,belum menyapu
epakane pakanna ajam,dikasih pakan ayam
ratona kalèng ajâwâb iyâ paḍâ,rajanya semut menjawab iya sama-sama
akalambhiân anyar,memakai baju baru
mad nawi amaso'ta' apamèdhân,mad nawi masuk tidak berpamitan
letnan kornel,letnan kolonel 
orèng sè ngangghit deskripsi panèka kodhu onèng nyarè ca’-oca’ bhâkal aghâmbhârrâghiyâ bhârâng otabâ kadhâddhiyân,orang yang mengarang deskripsi harus pandai mencari kata-kata untuk menggambarkan benda atau kejadian tersebut
senjatana èyocol kabbhipolana ta' tahan ka tabu'en sè aghâlubuk bi' ola',senjatanya dilepas semua karena tidak tahan pada perutnya yang meronta dengan mulas
emelleyagi tampar kose gi,membelikan tali juga
manossa kadhâng ta' ènga' sapa sè amerri' jhuko'pèssèsè dâteng ta' èyarep bân sè laèn sè anyama rèjekkèmanossa arassa korang terrosan,manusia kadang tidak ingat siapa yang memberi ikan uang yang datang tak diharapkan dan yang lain yang bernama rezeki manusia merasa kurang terus-terusan
engko' ghi' neng-neng,aku masih diam
reng-oreng padha buto ka aeng,orang-orang sama-sama butuh ke air
monyèna ranyèng cè' ranyèngnga,bunyinya keras sangat keras
nyoson karangan bȃnnè asal nyoson karangan bhèbhȃs tape kodhu aḍhȃsar pètodhu cara nolès karangan,menyusun karangan tidak boleh sembarangan tapi harus berdasarkan petunjuk cara menulis karangan
angenna barat ondhemma gubet sale'bung#,anginnya barat mendungnya menyelimuti semua
kapor dhari gampen,kapur dari gamping
maca talken eterrosagi tahlil areng-bareng,membaca talkin diteruskan tahlil bersama-sama
00 se epetpeda,00 yang aman diberangkatkan
ghâmpang ngoca’ orèng tèḍung sasat matè,gampang berkata orang tidur seperti mati
patang kèkèt,saling gelut
angèn ngalesser nyalessep ka bhâdhân,angin sepoi-sepoi terasa masuk perlahan-lahan ke tubuh
ta' enga' ka na'potona se pon padha towa,tidak ingat ke anak cucu yang sudah pada dewasa
ana'na pa' mat rowa cè' bhlengngerra,anak bapak mat itu sangat nakal sekali
moghâ èparèngè kasalameddhân,semoga dikaruniai keselamatan
satè madhurâ,sate madura
maju èntar ka kalèbunna bhâi,ayo pergi ke kepala desa saja
sella enten koma' gi' epaksa,sudah tidak kok masih dipaksa
jhâ' allè,jangan dipindah
kembhâng malatè,cempaka
èlmo ta’ asanḍhing aghâma panèka,ilmu tidak bersanding agama itu
bânnè karo masala mènnya',bukan hanya masalah minyak
towa-ngodha ban lake'-bine' nojju ke bengkona man sunahwi sambi nga'-manga,tua-muda dan laki-perempuan menuju ke rumahnya paman sunahwi sambil terheran-heran
palèng nyaman ngakan saté akowa loḍè,paling enak makan sale dengan kuah lodeh
damar calopagan mate,lampu minyak mati
sènga'hèwân kaki seribu mon ètegghuk,seperti hewan kaki seribu kalau disentuh
simar ta' endâ' polana semar andi' pangaterrowan dhâddhiyâ rosul,simar tidak mau karena semar punya keinginan menjadi rasul
tèdungnga sajân ma calèkker,tidurnya semakin pulas
sè laèn bâdâ sè marè nalar ka attas kan accem,yang lain ada yang sudah menempel ke atas pohon asam
sè èkoca’ orèng madhura sè samporna tor saè èngghi kodhu,yang disebut orang madura yang sempurna dan baik yaitu harus
polana satèya la mnolaèbânnya' orèng abangon roma ghâbây kennengngan,karena sekarang sudah mulai banyak orang membangun rumah untuk tempat tinggal
bângal ongghu,sungguh berani
markoya temmo ènga'ka cacana mona sè ngamok neng jhâlân,markoya tiba-tiba ingat pada ucapan mona yang mengamuk di jalan
carana ngala' sapalokkor,caranya ambil secuil
saodda se andhi'ajam se kandhangnga ealleya,jawab yang punya ayam yang kandangnya akan dipindahkan
ponapa sè kodhu èlakonè orèng sè ngangghit deskripsi,apa yang harus dilakukan orang yang mengarang deskripsi
mad ja' mangkat nyare rambanan sambi terros mole,mad ja'i berangkat mencari rambanan sambil terus pulang
bhângonna pasangan dâdhâ èngghi panèka,bentuknya pasangan dâdhâ  yaitu
sa-bisa daddi abu pas noro' ngabber daddi to-lato abareng ban owa' se kalowar ka attas,bisa-bisa menjadi abu lalu ikut terbang menjadi percikan api bersama uap yang keluar ke atas
masa' tada' sè bisa'a,masa tidak bisa
ghrâ’ân è nalèka rèng madhurâ ghi’ ta’ nganot aghâma islam,gerhana di saat orang madura masih tidak menganut agama islam
arowa ro se ngagunge paraban se ca'na reng-oreng daddi kembangnga disa,itu loh yang punya anak yang katanya orang-orang menjadi kembangnya desa
jhu kemmè,kebelet kencing
padha makerpak kalaban jaluna ka-laban karkarra,sama-sama mematuk dengan paruhnya dengan cakarnya
kembhâng mawar ella molaè mekkar,bunga mawar sudah mulai mekar
sudiya lako ngabas,sudiya sering melihat
sateya petteng kabbi essena roma se ekennengnge tello oreng se kadaddiyan dhari lake-bine ban settong ana' jareya,sekarang gelap semua isinya rumah yang ditempati tiga orang yang terdiri dari suami-istri dan satu anak itu
kacong ganeko sanonto ngobu' mano',anak itu sekarang memiara burung
sampeyan se la pon towa gi' lebur amandak manja,kamu yang sudah tua masih suka menempel manja
teks argumentasi èngghi panèka teks sè èssèna pamangghi ḍâri sè ngangghit mongghu sèttong kabâḍâ’ân sopajâ bisa abuktèyaghi kabâḍâ’ân sè saongghuna ḍâ’ ka sè maos,teks argumentasi yaitu teks yang isinya pendapat dari yang mengarang mengenai satu keadaan supaya bisa membuktikan keadaan yang sesungguhnya kepada yang membaca
karo èpolès satonè' agghi' dhâddhi tambhâ bujâ,tinggal dipoles sedikit lagi menjadi tambak garam
bulân temangghâl,awal bulan
ja' senga ambu gallu ta' aroko',awas jangan berhenti dulu tidak merokok
talè eddhuk,tali ijuk
sè rajâ,yang besar
èyatorè oca’ èbhârât soal nomer 2 ghâpanèka bhâḍhiyaghi okarana,silakan kata ibarat soal nomor 2 itu jadikan kalimat
ngajum rareppèn madhurâ,merajut untaian lagu-lagu madura
syairra akantha rèya,syairnya seperti ini
ganeko bellat,itu lumpur
mangkada nae' tarebung,berangkat naik ke pohon siwalan
oca’ sè kèngèng konfiks ḍâlem tokèlan bâca’an è attas èngghi panèka,kata yang mendapat konfiks dalam cuplikan bacaan di atas yaitu
torè mma' kaè,ayo kiai
bhumè mella’ dhibi’na ngabâs ka bulân,bumi membuka mata dia melihat ke bulan
angèn tanḍes,angin kencang
ba enten sanajjan ekambuli' sabban somor garowa badha se nyeppowe artena badha se ajaga'agi,tidak apa-apa meskipun dikembalikan setiap sumur itu ada yang menyajen artinya ada yang menjagakan
lèbur ongghu lombȃng,benar-benar seru lombang
soal kapèng 1-9 maghut ḍâ’ teks narasi è bâbâ panèka,soal nomor 1-9 terkait pada teks narasi di bawah ini
bhekakas ḍâpor,peralatan dapur
ta' ghung-nangghung maya langsong èntar ka dhukon,tidak tanggung-tanggung maya langsung pergi ke dukun
nyapsap ḍâ' manḍimman,berterbangan terbawa kemana-mana
satè ajâm,sate ayam
kadhâng pèssè sèwa'enna èkataro dâ' sakanca'an,kadang uang sewanya ditaruhkan pada teman-temannya
pessèna èpet-kompet èsarongnga,uangnya disembunyikan di sarungnya
kadhâng bun sri nyorowan ana'en ngala'aèngnga masjid dhingla jumatan,kadang bun sri menyuruh anaknya mengambil air masjid kalau jumatan
arè pon molaè,haripun mulai
bila la ekera mardhana otaba arengnga etangale abak tenggi otaba sondhul kadu esardha,bila sudah dikira baranya atau arangnya terlihat agak tinggi atau penuh harus disodok
arta wârisân,harta wansan
engko' bi' rombongan èntar ka bhâ'-tambhâ' sè neng kennengngan laèn,aku dan rombongan pergi ke tambak-tambak yang di tempat lain
mon engko' pagghun ta' kèra nyorot,kalau aku tetap tidak akan surut
